"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CHURCAMPA (000)",13495,1324,2606,6459,75,2502,63,466
"Agric., ganadería, caza y silvicultura (001)",9467,5,1638,5413,58,2353,,
"Pesca (002)",4,1,1,2,,,,
"Explotación de minas y canteras (003)",695,124,564,3,,4,,
"Industrias manufactureras (004)",167,10,45,100,4,8,,
"Suministro de electricidad, gas y agua (005)",25,3,21,1,,,,
"Construcción (006)",257,12,188,48,,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",559,25,17,457,5,55,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",29,,10,18,,1,,
"Comercio al por mayor (009)",26,1,3,20,,2,,
"Comercio al por menor (010)",504,24,4,419,5,52,,
"Hoteles y restaurantes (011)",253,39,32,167,4,11,,
"Trans., almac. y comunicaciones (012)",123,27,20,71,2,3,,
"Intermediación financiera (013)",5,3,2,,,,,
"Activid.inmobil., empres. y alquileres (014)",110,95,3,10,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",245,212,33,,,,,
"Enseñanza (016)",670,632,1,34,,3,,
"Servicios sociales y de salud (017)",102,91,,10,1,,,
"Otras activ. serv.comun.soc y personales (018)",50,14,9,23,,4,,
"Hogares privados con servicio doméstico (019)",63,,,,,,63,
"Actividad economica no especificada (021)",234,31,32,120,,51,,
"Desocupado (022)",466,,,,,,,466
"Hombres (023)",9514,817,2215,5048,58,996,6,374
"Agric., ganadería, caza y silvicultura (024)",6894,5,1320,4576,50,943,,
"Pesca (025)",4,1,1,2,,,,
"Explotación de minas y canteras (026)",669,115,547,3,,4,,
"Industrias manufactureras (027)",103,5,32,57,2,7,,
"Suministro de electricidad, gas y agua (028)",25,3,21,1,,,,
"Construcción (029)",251,10,186,47,,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",223,10,17,181,2,13,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",28,,10,18,,,,
"Comercio al por mayor (032)",20,1,3,15,,1,,
"Comercio al por menor (033)",175,9,4,148,2,12,,
"Hoteles y restaurantes (034)",66,13,22,27,1,3,,
"Trans., almac. y comunicaciones (035)",117,23,18,71,2,3,,
"Intermediación financiera (036)",2,1,1,,,,,
"Activid.inmobil., empres. y alquileres (037)",90,77,3,9,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",178,151,27,,,,,
"Enseñanza (039)",367,349,1,16,,1,,
"Servicios sociales y de salud (040)",35,26,,9,,,,
"Otras activ. serv.comun.soc y personales (041)",20,10,2,6,,2,,
"Hogares privados con servicio doméstico (042)",6,,,,,,6,
"Actividad economica no especificada (044)",90,18,17,43,,12,,
"Desocupado (045)",374,,,,,,,374
"Mujeres (046)",3981,507,391,1411,17,1506,57,92
"Agric., ganadería, caza y silvicultura (047)",2573,,318,837,8,1410,,
"Explotación de minas y canteras (049)",26,9,17,,,,,
"Industrias manufactureras (050)",64,5,13,43,2,1,,
"Construcción (052)",6,2,2,1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",336,15,,276,3,42,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",1,,,,,1,,
"Comercio al por mayor (055)",6,,,5,,1,,
"Comercio al por menor (056)",329,15,,271,3,40,,
"Hoteles y restaurantes (057)",187,26,10,140,3,8,,
"Trans., almac. y comunicaciones (058)",6,4,2,,,,,
"Intermediación financiera (059)",3,2,1,,,,,
"Activid.inmobil., empres. y alquileres (060)",20,18,,1,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",67,61,6,,,,,
"Enseñanza (062)",303,283,,18,,2,,
"Servicios sociales y de salud (063)",67,65,,1,1,,,
"Otras activ. serv.comun.soc y personales (064)",30,4,7,17,,2,,
"Hogares privados con servicio doméstico (065)",57,,,,,,57,
"Actividad economica no especificada (067)",144,13,15,77,,39,,
,,,,,,,,
"URBANA (068)",3831,1042,974,1297,18,280,42,178
"Agric., ganadería, caza y silvicultura (069)",1050,4,209,627,6,204,,
"Pesca (070)",2,1,1,,,,,
"Explotación de minas y canteras (071)",679,123,551,1,,4,,
"Industrias manufactureras (072)",95,8,24,56,4,3,,
"Suministro de electricidad, gas y agua (073)",4,3,,1,,,,
"Construcción (074)",131,8,91,32,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",379,17,11,302,3,46,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",27,,9,17,,1,,
"Comercio al por mayor (077)",18,,1,16,,1,,
"Comercio al por menor (078)",334,17,1,269,3,44,,
"Hoteles y restaurantes (079)",208,37,27,136,3,5,,
"Trans., almac. y comunicaciones (080)",96,24,14,56,,2,,
"Intermediación financiera (081)",5,3,2,,,,,
"Activid.inmobil., empres. y alquileres (082)",103,89,3,9,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",212,192,20,,,,,
"Enseñanza (084)",454,434,1,18,,1,,
"Servicios sociales y de salud (085)",76,66,,9,1,,,
"Otras activ. serv.comun.soc y personales (086)",44,13,8,20,,3,,
"Hogares privados con servicio doméstico (087)",42,,,,,,42,
"Actividad economica no especificada (089)",73,20,12,30,,11,,
"Desocupado (090)",178,,,,,,,178
"Hombres (091)",2617,643,881,812,8,133,3,137
"Agric., ganadería, caza y silvicultura (092)",772,4,165,492,4,107,,
"Pesca (093)",2,1,1,,,,,
"Explotación de minas y canteras (094)",653,114,534,1,,4,,
"Industrias manufactureras (095)",65,4,15,41,2,3,,
"Suministro de electricidad, gas y agua (096)",4,3,,1,,,,
"Construcción (097)",129,7,91,31,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",143,7,11,116,,9,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",26,,9,17,,,,
"Comercio al por mayor (100)",12,,1,11,,,,
"Comercio al por menor (101)",105,7,1,88,,9,,
"Hoteles y restaurantes (102)",64,12,22,26,1,3,,
"Trans., almac. y comunicaciones (103)",91,20,13,56,,2,,
"Intermediación financiera (104)",2,1,1,,,,,
"Activid.inmobil., empres. y alquileres (105)",83,71,3,8,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",151,137,14,,,,,
"Enseñanza (107)",231,223,1,7,,,,
"Servicios sociales y de salud (108)",27,19,,8,,,,
"Otras activ. serv.comun.soc y personales (109)",18,9,2,5,,2,,
"Hogares privados con servicio doméstico (110)",3,,,,,,3,
"Actividad economica no especificada (112)",42,11,8,20,,3,,
"Desocupado (113)",137,,,,,,,137
"Mujeres (114)",1214,399,93,485,10,147,39,41
"Agric., ganadería, caza y silvicultura (115)",278,,44,135,2,97,,
"Explotación de minas y canteras (117)",26,9,17,,,,,
"Industrias manufactureras (118)",30,4,9,15,2,,,
"Construcción (120)",2,1,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (121)",236,10,,186,3,37,,
