"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCAVELICA (000)",122668,15154,2322,52522,35652,2867,4839,3834,5478
"Hombres (001)",59474,3664,1106,25263,20343,1578,2388,2116,3016
"Mujeres (002)",63194,11490,1216,27259,15309,1289,2451,1718,2462
"PEA (003)",48354,6623,46,16447,14639,1218,3774,1096,4511
"Hombres (004)",29967,2444,17,10362,10835,816,2085,752,2656
"Mujeres (005)",18387,4179,29,6085,3804,402,1689,344,1855
"Ocupada (006)",45014,6482,40,15571,13119,1095,3507,988,4212
"Hombres (007)",27589,2357,15,9716,9674,733,1940,670,2484
"Mujeres (008)",17425,4125,25,5855,3445,362,1567,318,1728
"Desocupada (009)",3340,141,6,876,1520,123,267,108,299
"Hombres (010)",2378,87,2,646,1161,83,145,82,172
"Mujeres (011)",962,54,4,230,359,40,122,26,127
"No PEA (012)",74314,8531,2276,36075,21013,1649,1065,2738,967
"Hombres (013)",29507,1220,1089,14901,9508,762,303,1364,360
"Mujeres (014)",44807,7311,1187,21174,11505,887,762,1374,607
,,,,,,,,,
"URBANA (018)",52991,3304,752,16340,17532,2239,4337,3425,5062
"Hombres (019)",25679,542,356,7617,9378,1196,2044,1834,2712
"Mujeres (020)",27312,2762,396,8723,8154,1043,2293,1591,2350
"PEA (021)",20218,882,9,3394,6429,978,3375,984,4167
"Hombres (022)",12224,229,3,2049,4468,636,1788,658,2393
"Mujeres (023)",7994,653,6,1345,1961,342,1587,326,1774
"Ocupada (024)",18471,840,8,3102,5704,882,3148,889,3898
"Hombres (025)",11058,209,3,1830,3944,572,1668,586,2246
"Mujeres (026)",7413,631,5,1272,1760,310,1480,303,1652
"Desocupada (027)",1747,42,1,292,725,96,227,95,269
"Hombres (028)",1166,20,,219,524,64,120,72,147
"Mujeres (029)",581,22,1,73,201,32,107,23,122
"No PEA (030)",32773,2422,743,12946,11103,1261,962,2441,895
"Hombres (031)",13455,313,353,5568,4910,560,256,1176,319
"Mujeres (032)",19318,2109,390,7378,6193,701,706,1265,576
,,,,,,,,,
"RURAL (036)",69677,11850,1570,36182,18120,628,502,409,416
"Hombres (037)",33795,3122,750,17646,10965,382,344,282,304
"Mujeres (038)",35882,8728,820,18536,7155,246,158,127,112
"PEA (039)",28136,5741,37,13053,8210,240,399,112,344
"Hombres (040)",17743,2215,14,8313,6367,180,297,94,263
"Mujeres (041)",10393,3526,23,4740,1843,60,102,18,81
"Ocupada (042)",26543,5642,32,12469,7415,213,359,99,314
"Hombres (043)",16531,2148,12,7886,5730,161,272,84,238
"Mujeres (044)",10012,3494,20,4583,1685,52,87,15,76
"Desocupada (045)",1593,99,5,584,795,27,40,13,30
"Hombres (046)",1212,67,2,427,637,19,25,10,25
"Mujeres (047)",381,32,3,157,158,8,15,3,5
"No PEA (048)",41541,6109,1533,23129,9910,388,103,297,72
"Hombres (049)",16052,907,736,9333,4598,202,47,188,41
"Mujeres (050)",25489,5202,797,13796,5312,186,56,109,31
