"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia YAULI (000)",12579,97,4153,4527,1519,516,179,68,8,,1512
"Conviviente (001)",4057,28,1430,1543,461,128,44,8,2,,413
"Separado(a) (002)",731,6,254,265,95,41,16,5,1,,48
"Casado(a) (003)",5529,46,1852,2110,738,246,89,37,3,,408
"Viudo(a) (004)",955,11,379,317,93,42,18,13,1,,81
"Divorciado(a) (005)",63,1,30,15,6,6,3,,,,2
"Soltero(a) (006)",1244,5,208,277,126,53,9,5,1,,560
,,,,,,,,,,,
"URBANA (008)",11220,82,3640,4069,1373,478,166,65,8,,1339
"Conviviente (009)",3570,25,1227,1370,409,118,42,8,2,,369
"Separado(a) (010)",662,5,225,240,86,40,16,5,1,,44
"Casado(a) (011)",5055,40,1665,1938,684,231,82,35,3,,377
"Viudo(a) (012)",797,8,314,264,75,37,16,12,1,,70
"Divorciado(a) (013)",56,1,30,10,6,6,2,,,,1
"Soltero(a) (014)",1080,3,179,247,113,46,8,5,1,,478
,,,,,,,,,,,
"RURAL (016)",1359,15,513,458,146,38,13,3,,,173
"Conviviente (017)",487,3,203,173,52,10,2,,,,44
"Separado(a) (018)",69,1,29,25,9,1,,,,,4
"Casado(a) (019)",474,6,187,172,54,15,7,2,,,31
"Viudo(a) (020)",158,3,65,53,18,5,2,1,,,11
"Divorciado(a) (021)",7,,,5,,,1,,,,1
"Soltero(a) (022)",164,2,29,30,13,7,1,,,,82
