"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LAMAS (000)",33315,1526,12235,10469,7251,1834
"Empleado (001)",2082,16,633,942,463,28
"Obrero (002)",4761,136,2217,1441,806,161
"Trabajador independiente (003)",16544,193,4750,5770,4512,1319
"Empleador o patrono (004)",1064,,318,411,273,62
"Trabajador familiar no remunerado (005)",7271,1092,3584,1505,903,187
"Trabajador del hogar (006)",944,41,398,252,200,53
"Desocupado (008)",649,48,335,148,94,24
"Hombres (009)",24143,1040,9064,7527,5145,1367
"Empleado (010)",1173,4,326,537,291,15
"Obrero (011)",3876,101,1877,1161,607,130
"Trabajador independiente (012)",13836,140,3939,4900,3764,1093
"Empleador o patrono (013)",960,,282,380,241,57
"Trabajador familiar no remunerado (014)",3800,767,2399,425,158,51
"Trabajador del hogar (015)",35,2,18,6,8,1
"Desocupado (017)",463,26,223,118,76,20
"Mujeres (018)",9172,486,3171,2942,2106,467
"Empleado (019)",909,12,307,405,172,13
"Obrero (020)",885,35,340,280,199,31
"Trabajador independiente (021)",2708,53,811,870,748,226
"Empleador o patrono (022)",104,,36,31,32,5
"Trabajador familiar no remunerado (023)",3471,325,1185,1080,745,136
"Trabajador del hogar (024)",909,39,380,246,192,52
"Desocupado (026)",186,22,112,30,18,4
,,,,,,
"URBANA (027)",16257,485,5265,5457,3992,1058
"Empleado (028)",1900,16,570,851,437,26
"Obrero (029)",2146,37,833,732,440,104
"Trabajador independiente (030)",8011,81,2080,2781,2346,723
"Empleador o patrono (031)",313,,63,129,94,27
"Trabajador familiar no remunerado (032)",2687,304,1212,631,432,108
"Trabajador del hogar (033)",783,30,304,231,169,49
"Desocupado (035)",417,17,203,102,74,21
"Hombres (036)",11000,337,3669,3601,2644,749
"Empleado (037)",1074,4,300,488,268,14
"Obrero (038)",1760,32,719,593,332,84
"Trabajador independiente (039)",6244,63,1610,2158,1837,576
"Empleador o patrono (040)",261,,48,112,76,25
"Trabajador familiar no remunerado (041)",1336,224,845,168,67,32
"Trabajador del hogar (042)",21,2,9,4,5,1
"Desocupado (044)",304,12,138,78,59,17
"Mujeres (045)",5257,148,1596,1856,1348,309
"Empleado (046)",826,12,270,363,169,12
"Obrero (047)",386,5,114,139,108,20
"Trabajador independiente (048)",1767,18,470,623,509,147
"Empleador o patrono (049)",52,,15,17,18,2
"Trabajador familiar no remunerado (050)",1351,80,367,463,365,76
"Trabajador del hogar (051)",762,28,295,227,164,48
"Desocupado (053)",113,5,65,24,15,4
,,,,,,
"RURAL (054)",17058,1041,6970,5012,3259,776
"Empleado (055)",182,,63,91,26,2
"Obrero (056)",2615,99,1384,709,366,57
"Trabajador independiente (057)",8533,112,2670,2989,2166,596
"Empleador o patrono (058)",751,,255,282,179,35
"Trabajador familiar no remunerado (059)",4584,788,2372,874,471,79
"Trabajador del hogar (060)",161,11,94,21,31,4
"Desocupado (062)",232,31,132,46,20,3
"Hombres (063)",13143,703,5395,3926,2501,618
"Empleado (064)",99,,26,49,23,1
"Obrero (065)",2116,69,1158,568,275,46
"Trabajador independiente (066)",7592,77,2329,2742,1927,517
"Empleador o patrono (067)",699,,234,268,165,32
"Trabajador familiar no remunerado (068)",2464,543,1554,257,91,19
"Trabajador del hogar (069)",14,,9,2,3,
"Desocupado (071)",159,14,85,40,17,3
"Mujeres (072)",3915,338,1575,1086,758,158
"Empleado (073)",83,,37,42,3,1
"Obrero (074)",499,30,226,141,91,11
"Trabajador independiente (075)",941,35,341,247,239,79
"Empleador o patrono (076)",52,,21,14,14,3
"Trabajador familiar no remunerado (077)",2120,245,818,617,380,60
"Trabajador del hogar (078)",147,11,85,19,28,4
"Desocupado (080)",73,17,47,6,3,
