"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LA UNION (000)",14660,6612,1244,162,6646
"Quechua (001)",8676,4170,347,35,4124
"Aymara (002)",40,10,3,2,26
"Asháninka (003)",4,2,2,,
"Otra lengua nativa (004)",31,14,10,,7
"Castellano (005)",5873,2409,880,116,2471
"Idioma Extranjero (006)",11,,,9,2
"Es Sordomudo/a (007)",25,7,2,,16
"Hombres (009)",7304,3221,597,103,3384
"Quechua (010)",4170,1970,186,18,1996
"Aymara (011)",18,4,2,2,11
"Asháninka (012)",1,,1,,
"Otra lengua nativa (013)",13,7,4,,2
"Castellano (014)",3084,1236,402,78,1368
"Idioma Extranjero (015)",7,,,5,2
"Es Sordomudo/a (016)",11,4,2,,5
"Mujeres (018)",7356,3391,647,59,3262
"Quechua (019)",4506,2200,161,17,2128
"Aymara (020)",22,6,1,,15
"Asháninka (021)",3,2,1,,
"Otra lengua nativa (022)",18,7,6,,5
"Castellano (023)",2789,1173,478,38,1103
"Idioma Extranjero (024)",4,,,4,
"Es Sordomudo/a (025)",14,3,,,11
,,,,,
"URBANA (027)",7118,3099,919,101,3002
"Quechua (028)",3649,1803,153,17,1676
"Aymara (029)",28,4,3,,21
"Asháninka (030)",3,2,1,,
"Otra lengua nativa (031)",31,14,10,,7
"Castellano (032)",3381,1274,750,75,1285
"Idioma Extranjero (033)",11,,,9,2
"Es Sordomudo/a (034)",15,2,2,,11
"Hombres (036)",3506,1518,417,65,1506
"Quechua (037)",1737,839,78,9,811
"Aymara (038)",10,1,2,,7
"Asháninka (039)",1,,1,,
"Otra lengua nativa (040)",13,7,4,,2
"Castellano (041)",1732,671,330,51,680
"Idioma Extranjero (042)",7,,,5,2
"Es Sordomudo/a (043)",6,,2,,4
"Mujeres (045)",3612,1581,502,36,1496
"Quechua (046)",1912,964,75,8,865
"Aymara (047)",18,3,1,,14
"Asháninka (048)",2,2,,,
"Otra lengua nativa (049)",18,7,6,,5
"Castellano (050)",1649,603,420,24,605
"Idioma Extranjero (051)",4,,,4,
"Es Sordomudo/a (052)",9,2,,,7
,,,,,
"RURAL (054)",7542,3513,325,61,3644
"Quechua (055)",5027,2367,194,18,2448
"Aymara (056)",12,6,,2,5
"Asháninka (057)",1,,1,,
"Castellano (059)",2492,1135,130,41,1186
"Es Sordomudo/a (061)",10,5,,,5
"Hombres (063)",3798,1703,180,38,1878
"Quechua (064)",2433,1131,108,9,1185
"Aymara (065)",8,3,,2,4
"Castellano (068)",1352,565,72,27,688
"Es Sordomudo/a (070)",5,4,,,1
"Mujeres (072)",3744,1810,145,23,1766
"Quechua (073)",2594,1236,86,9,1263
"Aymara (074)",4,3,,,1
"Asháninka (075)",1,,1,,
"Castellano (077)",1140,570,58,14,498
"Es Sordomudo/a (079)",5,1,,,4
