"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CORONEL PORTILLO (000)",121102,85964,13383,9975,11780
"Hombres (001)",80101,55414,9856,7002,7829
"Mujeres (002)",41001,30550,3527,2973,3951
"De 06 a 14 años (003)",2884,2536,250,85,13
"Hombres (004)",1993,1723,191,67,12
"Mujeres (005)",891,813,59,18,1
"De 15 a 29 años (006)",42548,29781,5686,3705,3376
"Hombres (007)",28538,19353,4201,2716,2268
"Mujeres (008)",14010,10428,1485,989,1108
"De 30 a 44 años (009)",42638,28773,4606,3959,5300
"Hombres (010)",27001,17789,3246,2565,3401
"Mujeres (011)",15637,10984,1360,1394,1899
"De 45 a 64 años (012)",28282,20671,2550,2081,2980
"Hombres (013)",19019,13468,1971,1524,2056
"Mujeres (014)",9263,7203,579,557,924
"De 65 y más años (015)",4750,4203,291,145,111
"Hombres (016)",3550,3081,247,130,92
"Mujeres (017)",1200,1122,44,15,19
,,,,,
"URBANA (018)",103090,69565,12286,9615,11624
"Hombres (019)",66575,43231,8945,6703,7696
"Mujeres (020)",36515,26334,3341,2912,3928
"De 06 a 14 años (021)",2296,1995,217,73,11
"Hombres (022)",1583,1339,173,61,10
"Mujeres (023)",713,656,44,12,1
"De 15 a 29 años (024)",36112,24009,5245,3541,3317
"Hombres (025)",23760,15146,3826,2570,2218
"Mujeres (026)",12352,8863,1419,971,1099
"De 30 a 44 años (027)",37036,23697,4251,3848,5240
"Hombres (028)",22845,14053,2961,2481,3350
"Mujeres (029)",14191,9644,1290,1367,1890
"De 45 a 64 años (030)",24080,16802,2319,2013,2946
"Hombres (031)",15798,10534,1772,1465,2027
"Mujeres (032)",8282,6268,547,548,919
"De 65 y más años (033)",3566,3062,254,140,110
"Hombres (034)",2589,2159,213,126,91
"Mujeres (035)",977,903,41,14,19
,,,,,
"RURAL (036)",18012,16399,1097,360,156
"Hombres (037)",13526,12183,911,299,133
"Mujeres (038)",4486,4216,186,61,23
"De 06 a 14 años (039)",588,541,33,12,2
"Hombres (040)",410,384,18,6,2
"Mujeres (041)",178,157,15,6,
"De 15 a 29 años (042)",6436,5772,441,164,59
"Hombres (043)",4778,4207,375,146,50
"Mujeres (044)",1658,1565,66,18,9
"De 30 a 44 años (045)",5602,5076,355,111,60
"Hombres (046)",4156,3736,285,84,51
"Mujeres (047)",1446,1340,70,27,9
"De 45 a 64 años (048)",4202,3869,231,68,34
"Hombres (049)",3221,2934,199,59,29
"Mujeres (050)",981,935,32,9,5
"De 65 y más años (051)",1184,1141,37,5,1
"Hombres (052)",961,922,34,4,1
"Mujeres (053)",223,219,3,1,
