"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia PUERTO INCA",,,,
"Viviendas particulares (001)",253,147,56,50
"Ocupantes presentes (002)",1078,677,221,180
"Casa independiente",,,,
"Viviendas particulares (004)",247,141,56,50
"Ocupantes presentes (005)",1067,666,221,180
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",6,6,,
"Ocupantes presentes (011)",11,11,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",150,88,36,26
"Ocupantes presentes (029)",678,440,138,100
"Casa independiente",,,,
"Viviendas particulares (031)",150,88,36,26
"Ocupantes presentes (032)",678,440,138,100
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",103,59,20,24
"Ocupantes presentes (056)",400,237,83,80
"Casa independiente",,,,
"Viviendas particulares (058)",97,53,20,24
"Ocupantes presentes (059)",389,226,83,80
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",6,6,,
"Ocupantes presentes (065)",11,11,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",202,131,44,27
"Ocupantes presentes (110)",842,596,168,78
"Casa independiente",,,,
"Viviendas particulares (112)",196,125,44,27
"Ocupantes presentes (113)",831,585,168,78
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",6,6,,
"Ocupantes presentes (119)",11,11,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",107,74,26,7
"Ocupantes presentes (137)",483,365,96,22
"Casa independiente",,,,
"Viviendas particulares (139)",107,74,26,7
"Ocupantes presentes (140)",483,365,96,22
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",95,57,18,20
"Ocupantes presentes (164)",359,231,72,56
"Casa independiente",,,,
"Viviendas particulares (166)",89,51,18,20
"Ocupantes presentes (167)",348,220,72,56
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",6,6,,
"Ocupantes presentes (173)",11,11,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",51,16,12,23
"Ocupantes presentes (218)",236,81,53,102
"Casa independiente",,,,
"Viviendas particulares (220)",51,16,12,23
"Ocupantes presentes (221)",236,81,53,102
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",43,14,10,19
"Ocupantes presentes (245)",195,75,42,78
"Casa independiente",,,,
"Viviendas particulares (247)",43,14,10,19
"Ocupantes presentes (248)",195,75,42,78
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",8,2,2,4
"Ocupantes presentes (272)",41,6,11,24
"Casa independiente",,,,
"Viviendas particulares (274)",8,2,2,4
"Ocupantes presentes (275)",41,6,11,24
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
