"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",18308,16988,6164,1790,1802,1569,2486,1621,900,656,1320,46545
"De 12 a 14 años (001)",1698,1683,1672,8,3,,,,,,15,14
"De 15 a 19 años (002)",2708,2662,2475,145,23,11,8,,,,46,256
"De 20 a 24 años (003)",2270,1820,971,519,240,63,23,4,,,450,1311
"De 25 a 29 años (004)",1935,1555,348,426,406,235,126,12,2,,380,2573
"De 30 a 34 años (005)",1563,1405,166,213,372,294,285,59,11,5,158,3581
"De 35 a 39 años (006)",1574,1473,108,131,262,288,457,179,33,15,101,5106
"De 40 a 44 años (007)",1249,1196,86,71,125,189,372,220,93,40,53,5165
"De 45 a 49 años (008)",1161,1125,65,63,88,143,334,267,113,52,36,5368
"De 50 y más años (009)",4150,4069,273,214,283,346,881,880,648,544,81,23171
"PEA (010)",3549,3154,849,482,419,328,513,291,163,109,395,9036
"De 12 a 14 años (011)",46,46,43,2,1,,,,,,,4
"De 15 a 19 años (012)",268,261,232,21,4,2,2,,,,7,43
"De 20 a 24 años (013)",530,404,236,109,40,15,3,1,,,126,254
"De 25 a 29 años (014)",537,410,141,137,78,31,23,,,,127,483
"De 30 a 34 años (015)",422,370,73,79,86,71,49,9,2,1,52,760
"De 35 a 39 años (016)",407,365,38,47,82,69,93,26,8,2,42,1069
"De 40 a 44 años (017)",348,330,25,24,43,48,113,50,20,7,18,1321
"De 45 a 49 años (018)",274,261,20,21,34,28,79,50,20,9,13,1109
"De 50 y más años (019)",717,707,41,42,51,64,151,155,113,90,10,3993
"Ocupada (020)",3181,2852,649,438,400,317,498,285,159,106,329,8746
"De 12 a 14 años (021)",40,40,37,2,1,,,,,,,4
