"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUALLAGA (000)",9304,8154,648,213,289
"Sin nivel (001)",390,367,22,1,
"Educación inicial (002)",12,9,3,,
"Primaria (003)",5218,4861,327,22,8
"Secundaria (004)",2674,2401,167,33,73
"Superior no univ. incompleta (005)",202,145,20,14,23
"Superior no univ. completa (006)",410,206,56,61,87
"Superior univ. incompleta (007)",85,41,13,12,19
"Superior univ. completa (008)",313,124,40,70,79
"De 06 a 14 años (010)",336,305,31,,
"Sin nivel (011)",22,19,3,,
"Educación inicial (012)",3,3,,,
"Primaria (013)",277,250,27,,
"Secundaria (014)",34,33,1,,
"De 15 a 29 años (020)",3097,2775,224,42,56
"Sin nivel (021)",61,58,2,1,
"Educación inicial (022)",5,4,1,,
"Primaria (023)",1634,1508,120,6,
"Secundaria (024)",1154,1058,73,12,11
"Superior no univ. incompleta (025)",72,54,7,6,5
"Superior no univ. completa (026)",100,61,13,7,19
"Superior univ. incompleta (027)",22,14,3,2,3
"Superior univ. completa (028)",49,18,5,8,18
"De 30 a 44 años (030)",3166,2705,213,97,151
"Sin nivel (031)",116,109,7,,
"Educación inicial (032)",4,2,2,,
"Primaria (033)",1614,1531,73,8,2
"Secundaria (034)",948,839,66,9,34
"Superior no univ. incompleta (035)",84,55,11,4,14
"Superior no univ. completa (036)",208,94,30,35,49
"Superior univ. incompleta (037)",34,14,3,6,11
"Superior univ. completa (038)",158,61,21,35,41
"De 45 a 64 años (040)",2139,1836,154,73,76
"Sin nivel (041)",129,123,6,,
"Primaria (043)",1246,1149,86,7,4
"Secundaria (044)",500,434,27,12,27
"Superior no univ. incompleta (045)",41,31,2,4,4
"Superior no univ. completa (046)",96,46,12,19,19
"Superior univ. incompleta (047)",27,12,7,4,4
"Superior univ. completa (048)",100,41,14,27,18
"De 65 y más años (050)",566,533,26,1,6
"Sin nivel (051)",62,58,4,,
"Primaria (053)",447,423,21,1,2
"Secundaria (054)",38,37,,,1
"Superior no univ. incompleta (055)",5,5,,,
"Superior no univ. completa (056)",6,5,1,,
"Superior univ. incompleta (057)",2,1,,,1
"Superior univ. completa (058)",6,4,,,2
,,,,,
"URBANA (060)",4969,4118,373,200,278
"Sin nivel (061)",112,105,6,1,
