"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LEONCIO PRADO (000)",2332,78,1175,654,337,88
"Conviviente (001)",792,2,307,349,126,8
"Separado(a) (002)",97,,33,30,25,9
"Casado(a) (003)",344,,41,132,125,46
"Viudo(a) (004)",56,,2,10,23,21
"Divorciado(a) (005)",13,,5,1,7,
"Soltero(a) (006)",1030,76,787,132,31,4
"Hombres (008)",1664,54,772,498,270,70
"Conviviente (009)",599,1,204,276,110,8
"Separado(a) (010)",52,,9,20,16,7
"Casado(a) (011)",259,,18,93,105,43
"Viudo(a) (012)",24,,1,2,12,9
"Divorciado(a) (013)",10,,4,1,5,
"Soltero(a) (014)",720,53,536,106,22,3
"Mujeres (016)",668,24,403,156,67,18
"Conviviente (017)",193,1,103,73,16,
"Separado(a) (018)",45,,24,10,9,2
"Casado(a) (019)",85,,23,39,20,3
"Viudo(a) (020)",32,,1,8,11,12
"Divorciado(a) (021)",3,,1,,2,
"Soltero(a) (022)",310,23,251,26,9,1
,,,,,,
"AREA URBANA (024)",1498,29,781,424,217,47
"Conviviente (025)",496,2,188,221,82,3
"Separado(a) (026)",56,,20,19,14,3
"Casado(a) (027)",231,,29,91,84,27
"Viudo(a) (028)",28,,1,6,10,11
"Divorciado(a) (029)",10,,3,1,6,
"Soltero(a) (030)",677,27,540,86,21,3
"Hombres (032)",967,18,455,292,165,37
"Conviviente (033)",343,1,107,162,70,3
"Separado(a) (034)",23,,6,10,6,1
"Casado(a) (035)",162,,10,58,69,25
"Viudo(a) (036)",10,,1,,3,6
"Divorciado(a) (037)",8,,3,1,4,
"Soltero(a) (038)",421,17,328,61,13,2
"Mujeres (040)",531,11,326,132,52,10
"Conviviente (041)",153,1,81,59,12,
"Separado(a) (042)",33,,14,9,8,2
"Casado(a) (043)",69,,19,33,15,2
"Viudo(a) (044)",18,,,6,7,5
"Divorciado(a) (045)",2,,,,2,
"Soltero(a) (046)",256,10,212,25,8,1
,,,,,,
"AREA RURAL (048)",834,49,394,230,120,41
"Conviviente (049)",296,,119,128,44,5
"Separado(a) (050)",41,,13,11,11,6
"Casado(a) (051)",113,,12,41,41,19
"Viudo(a) (052)",28,,1,4,13,10
"Divorciado(a) (053)",3,,2,,1,
"Soltero(a) (054)",353,49,247,46,10,1
"Hombres (056)",697,36,317,206,105,33
"Conviviente (057)",256,,97,114,40,5
"Separado(a) (058)",29,,3,10,10,6
"Casado(a) (059)",97,,8,35,36,18
"Viudo(a) (060)",14,,,2,9,3
"Divorciado(a) (061)",2,,1,,1,
"Soltero(a) (062)",299,36,208,45,9,1
"Mujeres (064)",137,13,77,24,15,8
"Conviviente (065)",40,,22,14,4,
"Separado(a) (066)",12,,10,1,1,
"Casado(a) (067)",16,,4,6,5,1
"Viudo(a) (068)",14,,1,2,4,7
"Divorciado(a) (069)",1,,1,,,
"Soltero(a) (070)",54,13,39,1,1,
