"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia AIJA (000)",2904,2839,719,297,314,307,482,318,402,65
"Católica (001)",2744,2680,681,280,307,295,453,292,372,64
"Cristiana/Evangélica (002)",141,140,32,12,7,10,29,25,25,1
"Otra (003)",13,13,2,5,,2,,1,3,
"Ninguna (004)",6,6,4,,,,,,2,
,,,,,,,,,,
"URBANA (006)",973,953,229,120,119,127,158,93,107,20
"Católica (007)",936,916,220,119,117,121,151,85,103,20
"Cristiana/Evangélica (008)",33,33,7,,2,5,7,8,4,
"Otra (009)",3,3,1,1,,1,,,,
"Ninguna (010)",1,1,1,,,,,,,
,,,,,,,,,,
"RURAL (012)",1931,1886,490,177,195,180,324,225,295,45
"Católica (013)",1808,1764,461,161,190,174,302,207,269,44
"Cristiana/Evangélica (014)",108,107,25,12,5,5,22,17,21,1
"Otra (015)",10,10,1,4,,1,,1,3,
"Ninguna (016)",5,5,3,,,,,,2,
