"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHINCHEROS (000)",44166,7070,817,20660,12561,750,895,415,998
"Hombres (001)",21911,1958,399,10722,7062,421,523,234,592
"Mujeres (002)",22255,5112,418,9938,5499,329,372,181,406
"PEA (003)",12310,1445,8,4835,3891,325,714,199,893
"Hombres (004)",9746,1011,7,4127,3244,240,448,133,536
"Mujeres (005)",2564,434,1,708,647,85,266,66,357
"Ocupada (006)",11857,1418,7,4675,3678,313,688,194,884
"Hombres (007)",9377,991,6,3988,3072,231,430,130,529
"Mujeres (008)",2480,427,1,687,606,82,258,64,355
"Desocupada (009)",453,27,1,160,213,12,26,5,9
"Hombres (010)",369,20,1,139,172,9,18,3,7
"Mujeres (011)",84,7,,21,41,3,8,2,2
"No PEA (012)",31856,5625,809,15825,8670,425,181,216,105
"Hombres (013)",12165,947,392,6595,3818,181,75,101,56
"Mujeres (014)",19691,4678,417,9230,4852,244,106,115,49
,,,,,,,,,
"URBANA (018)",14322,1539,240,5907,4527,402,589,289,829
"Hombres (019)",7062,386,118,2929,2430,226,327,157,489
"Mujeres (020)",7260,1153,122,2978,2097,176,262,132,340
"PEA (021)",4962,381,6,1436,1521,206,498,157,757
"Hombres (022)",3391,193,5,1080,1126,143,296,98,450
"Mujeres (023)",1571,188,1,356,395,63,202,59,307
"Ocupada (024)",4796,373,5,1394,1434,201,485,154,750
"Hombres (025)",3258,186,4,1045,1056,140,286,97,444
"Mujeres (026)",1538,187,1,349,378,61,199,57,306
"Desocupada (027)",166,8,1,42,87,5,13,3,7
"Hombres (028)",133,7,1,35,70,3,10,1,6
"Mujeres (029)",33,1,,7,17,2,3,2,1
"No PEA (030)",9360,1158,234,4471,3006,196,91,132,72
"Hombres (031)",3671,193,113,1849,1304,83,31,59,39
"Mujeres (032)",5689,965,121,2622,1702,113,60,73,33
,,,,,,,,,
"RURAL (036)",29844,5531,577,14753,8034,348,306,126,169
"Hombres (037)",14849,1572,281,7793,4632,195,196,77,103
"Mujeres (038)",14995,3959,296,6960,3402,153,110,49,66
"PEA (039)",7348,1064,2,3399,2370,119,216,42,136
"Hombres (040)",6355,818,2,3047,2118,97,152,35,86
"Mujeres (041)",993,246,,352,252,22,64,7,50
"Ocupada (042)",7061,1045,2,3281,2244,112,203,40,134
"Hombres (043)",6119,805,2,2943,2016,91,144,33,85
"Mujeres (044)",942,240,,338,228,21,59,7,49
"Desocupada (045)",287,19,,118,126,7,13,2,2
"Hombres (046)",236,13,,104,102,6,8,2,1
"Mujeres (047)",51,6,,14,24,1,5,,1
"No PEA (048)",22496,4467,575,11354,5664,229,90,84,33
"Hombres (049)",8494,754,279,4746,2514,98,44,42,17
"Mujeres (050)",14002,3713,296,6608,3150,131,46,42,16
