"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia MANU (000)",9419,1316,2271,1593,4239
"Asiste actualmente (001)",4255,474,2099,1279,403
"No asiste (002)",5164,842,172,314,3836
"Hombres (004)",4965,647,1168,827,2323
"Asiste actualmente (005)",2221,235,1078,661,247
"No asiste (006)",2744,412,90,166,2076
"Mujeres (008)",4454,669,1103,766,1916
"Asiste actualmente (009)",2034,239,1021,618,156
"No asiste (010)",2420,430,82,148,1760
,,,,,
"URBANA (012)",3482,506,1023,761,1192
"Asiste actualmente (013)",2098,214,989,690,205
"No asiste (014)",1384,292,34,71,987
"Hombres (016)",1711,250,533,378,550
"Asiste actualmente (017)",1083,108,509,342,124
"No asiste (018)",628,142,24,36,426
"Mujeres (020)",1771,256,490,383,642
"Asiste actualmente (021)",1015,106,480,348,81
"No asiste (022)",756,150,10,35,561
,,,,,
"RURAL (024)",5937,810,1248,832,3047
"Asiste actualmente (025)",2157,260,1110,589,198
"No asiste (026)",3780,550,138,243,2849
"Hombres (028)",3254,397,635,449,1773
"Asiste actualmente (029)",1138,127,569,319,123
"No asiste (030)",2116,270,66,130,1650
"Mujeres (032)",2683,413,613,383,1274
"Asiste actualmente (033)",1019,133,541,270,75
"No asiste (034)",1664,280,72,113,1199
