"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CAYLLOMA (000)",19483,226,7202,6589,2089,656,278,71,6,,2366
"Sin Nivel (001)",4285,72,1673,1381,412,151,76,31,1,,488
"Educación Inicial (002)",31,2,11,7,5,1,,,,,5
"Primaria (003)",6363,94,2777,2131,540,182,70,19,2,,548
"Secundaria (004)",4958,39,1924,1724,472,121,59,10,,,609
"Sup. no Univ. Incompleta (005)",1052,7,277,403,137,33,9,2,1,,183
"Sup. no Univ. Completa (006)",1254,10,250,454,225,57,28,3,1,,226
"Sup. Univ. Incompleta (007)",467,1,111,185,56,19,6,,,,89
"Sup. Univ. Completa (008)",1073,1,179,304,242,92,30,6,1,,218
,,,,,,,,,,,
"URBANA (010)",12952,141,4700,4320,1384,444,200,50,5,,1708
"Sin Nivel (011)",2596,41,981,800,261,97,54,21,1,,340
"Educación Inicial (012)",14,2,5,1,2,,,,,,4
"Primaria (013)",4082,56,1727,1380,340,120,53,16,1,,389
"Secundaria (014)",3513,27,1368,1192,324,89,45,5,,,463
"Sup. no Univ. Incompleta (015)",825,5,240,312,107,22,5,2,1,,131
"Sup. no Univ. Completa (016)",937,8,196,331,164,45,19,3,1,,170
"Sup. Univ. Incompleta (017)",293,1,75,107,33,15,4,,,,58
"Sup. Univ. Completa (018)",692,1,108,197,153,56,20,3,1,,153
,,,,,,,,,,,
"RURAL (020)",6531,85,2502,2269,705,212,78,21,1,,658
"Sin Nivel (021)",1689,31,692,581,151,54,22,10,,,148
"Educación Inicial (022)",17,,6,6,3,1,,,,,1
"Primaria (023)",2281,38,1050,751,200,62,17,3,1,,159
"Secundaria (024)",1445,12,556,532,148,32,14,5,,,146
"Sup. no Univ. Incompleta (025)",227,2,37,91,30,11,4,,,,52
"Sup. no Univ. Completa (026)",317,2,54,123,61,12,9,,,,56
"Sup. Univ. Incompleta (027)",174,,36,78,23,4,2,,,,31
"Sup. Univ. Completa (028)",381,,71,107,89,36,10,3,,,65
