"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia CANDARAVE (000)",3180,3104,737,495,522,386,462,276,226,76
"Católica (001)",2620,2555,609,415,450,322,370,216,173,65
"Cristiana/Evangélica (002)",167,165,39,18,20,19,31,20,18,2
"Otra (003)",320,315,65,53,44,37,48,36,32,5
"Ninguna (004)",73,69,24,9,8,8,13,4,3,4
,,,,,,,,,,
"URBANA (006)",2150,2091,493,340,345,266,313,190,144,59
"Católica (007)",1761,1710,399,290,300,218,243,149,111,51
"Cristiana/Evangélica (008)",112,111,29,11,11,12,23,12,13,1
"Otra (009)",226,223,46,32,31,29,39,27,19,3
"Ninguna (010)",51,47,19,7,3,7,8,2,1,4
,,,,,,,,,,
"RURAL (012)",1030,1013,244,155,177,120,149,86,82,17
"Católica (013)",859,845,210,125,150,104,127,67,62,14
"Cristiana/Evangélica (014)",55,54,10,7,9,7,8,8,5,1
"Otra (015)",94,92,19,21,13,8,9,9,13,2
"Ninguna (016)",22,22,5,2,5,1,5,2,2,
