"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CARAVELI (000)",24111,23426,685
"Hombres (001)",14203,13869,334
"Mujeres (002)",9908,9557,351
"De 18 a 29 años (003)",8558,8143,415
"Hombres (004)",5093,4882,211
"Mujeres (005)",3465,3261,204
"De 30 a 44 años (006)",8279,8204,75
"Hombres (007)",4894,4851,43
"Mujeres (008)",3385,3353,32
"De 45 a 64 años (009)",5122,5055,67
"Hombres (010)",3038,2998,40
"Mujeres (011)",2084,2057,27
"De 65 y más años (012)",2152,2024,128
"Hombres (013)",1178,1138,40
"Mujeres (014)",974,886,88
,,,
"URBANA (015)",14848,14447,401
"Hombres (016)",7953,7766,187
"Mujeres (017)",6895,6681,214
"De 18 a 29 años (018)",4618,4380,238
"Hombres (019)",2384,2270,114
"Mujeres (020)",2234,2110,124
"De 30 a 44 años (021)",5381,5336,45
"Hombres (022)",2873,2847,26
"Mujeres (023)",2508,2489,19
"De 45 a 64 años (024)",3407,3368,39
"Hombres (025)",1933,1909,24
"Mujeres (026)",1474,1459,15
"De 65 y más años (027)",1442,1363,79
"Hombres (028)",763,740,23
"Mujeres (029)",679,623,56
,,,
"RURAL (030)",9263,8979,284
"Hombres (031)",6250,6103,147
"Mujeres (032)",3013,2876,137
"De 18 a 29 años (033)",3940,3763,177
"Hombres (034)",2709,2612,97
"Mujeres (035)",1231,1151,80
"De 30 a 44 años (036)",2898,2868,30
"Hombres (037)",2021,2004,17
"Mujeres (038)",877,864,13
"De 45 a 64 años (039)",1715,1687,28
"Hombres (040)",1105,1089,16
"Mujeres (041)",610,598,12
"De 65 y más años (042)",710,661,49
"Hombres (043)",415,398,17
"Mujeres (044)",295,263,32
