"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia ALTO AMAZONAS (000)",51405,26196,340,330,21341,1755,29,55,2,1357
"Hombres (001)",19331,13523,218,179,3847,837,22,33,2,670
"Mujeres (002)",32074,12673,122,151,17494,918,7,22,,687
"De 06 a 14 años (003)",23940,20706,,,1283,1372,3,11,,565
"Hombres (004)",11979,10515,,,529,670,1,6,,258
"Mujeres (005)",11961,10191,,,754,702,2,5,,307
"De 15 a 29 años (006)",14408,5293,10,96,8623,,10,18,2,356
"Hombres (007)",4551,2927,6,44,1375,,8,15,2,174
"Mujeres (008)",9857,2366,4,52,7248,,2,3,,182
"De 30 a 44 años (009)",6345,125,10,95,5933,,6,6,,170
"Hombres (010)",1036,46,6,56,834,,3,2,,89
"Mujeres (011)",5309,79,4,39,5099,,3,4,,81
"De 45 a 64 años (012)",4462,61,160,73,4003,9,9,7,,140
"Hombres (013)",1000,29,102,43,728,3,9,3,,83
"Mujeres (014)",3462,32,58,30,3275,6,,4,,57
"De 65 y más años (015)",2250,11,160,66,1499,374,1,13,,126
"Hombres (016)",765,6,104,36,381,164,1,7,,66
"Mujeres (017)",1485,5,56,30,1118,210,,6,,60
,,,,,,,,,,
"AREA URBANA (018)",30432,16517,330,246,11895,526,25,39,,854
"Hombres (019)",11818,8349,209,122,2427,242,19,24,,426
"Mujeres (020)",18614,8168,121,124,9468,284,6,15,,428
"De 06 a 14 años (021)",13302,12277,,,593,214,3,9,,206
"Hombres (022)",6618,6140,,,260,113,1,6,,98
"Mujeres (023)",6684,6137,,,333,101,2,3,,108
"De 15 a 29 años (024)",8979,4109,10,67,4501,,7,12,,273
"Hombres (025)",3181,2155,6,30,842,,6,10,,132
"Mujeres (026)",5798,1954,4,37,3659,,1,2,,141
"De 30 a 44 años (027)",3618,87,10,65,3297,,5,4,,150
"Hombres (028)",671,32,6,34,521,,2,1,,75
"Mujeres (029)",2947,55,4,31,2776,,3,3,,75
"De 45 a 64 años (030)",2787,40,157,55,2398,4,9,5,,119
"Hombres (031)",726,20,99,28,499,1,9,2,,68
"Mujeres (032)",2061,20,58,27,1899,3,,3,,51
"De 65 y más años (033)",1746,4,153,59,1106,308,1,9,,106
"Hombres (034)",622,2,98,30,305,128,1,5,,53
"Mujeres (035)",1124,2,55,29,801,180,,4,,53
,,,,,,,,,,
"AREA RURAL (036)",20973,9679,10,84,9446,1229,4,16,2,503
"Hombres (037)",7513,5174,9,57,1420,595,3,9,2,244
"Mujeres (038)",13460,4505,1,27,8026,634,1,7,,259
"De 06 a 14 años (039)",10638,8429,,,690,1158,,2,,359
"Hombres (040)",5361,4375,,,269,557,,,,160
"Mujeres (041)",5277,4054,,,421,601,,2,,199
"De 15 a 29 años (042)",5429,1184,,29,4122,,3,6,2,83
"Hombres (043)",1370,772,,14,533,,2,5,2,42
"Mujeres (044)",4059,412,,15,3589,,1,1,,41
"De 30 a 44 años (045)",2727,38,,30,2636,,1,2,,20
"Hombres (046)",365,14,,22,313,,1,1,,14
"Mujeres (047)",2362,24,,8,2323,,,1,,6
"De 45 a 64 años (048)",1675,21,3,18,1605,5,,2,,21
"Hombres (049)",274,9,3,15,229,2,,1,,15
"Mujeres (050)",1401,12,,3,1376,3,,1,,6
"De 65 y más años (051)",504,7,7,7,393,66,,4,,20
"Hombres (052)",143,4,6,6,76,36,,2,,13
"Mujeres (053)",361,3,1,1,317,30,,2,,7
