"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",44113,8634,16581,10783,5931,2184
"Hombres (001)",23577,4368,8755,6102,3290,1062
"Mujeres (002)",20536,4266,7826,4681,2641,1122
"PEA (003)",18814,152,7898,6771,3324,669
"Hombres (004)",13904,82,5719,5144,2473,486
"Mujeres (005)",4910,70,2179,1627,851,183
"Ocupada (006)",16360,124,6626,5984,3009,617
"Hombres (007)",12036,62,4831,4495,2205,443
"Mujeres (008)",4324,62,1795,1489,804,174
"Desocupada (009)",2454,28,1272,787,315,52
"Hombres (010)",1868,20,888,649,268,43
"Mujeres (011)",586,8,384,138,47,9
"No PEA (012)",25299,8482,8683,4012,2607,1515
"Hombres (013)",9673,4286,3036,958,817,576
"Mujeres (014)",15626,4196,5647,3054,1790,939
,,,,,,
"URBANA (018)",29350,5441,11704,7739,3511,955
"Hombres (019)",15899,2731,6145,4477,2061,485
"Mujeres (020)",13451,2710,5559,3262,1450,470
"PEA (021)",13203,108,5757,4994,2091,253
"Hombres (022)",9770,61,4161,3801,1564,183
"Mujeres (023)",3433,47,1596,1193,527,70
"Ocupada (024)",11369,90,4839,4382,1843,215
"Hombres (025)",8394,47,3528,3309,1358,152
"Mujeres (026)",2975,43,1311,1073,485,63
"Desocupada (027)",1834,18,918,612,248,38
"Hombres (028)",1376,14,633,492,206,31
"Mujeres (029)",458,4,285,120,42,7
"No PEA (030)",16147,5333,5947,2745,1420,702
"Hombres (031)",6129,2670,1984,676,497,302
"Mujeres (032)",10018,2663,3963,2069,923,400
,,,,,,
"RURAL (036)",14763,3193,4877,3044,2420,1229
"Hombres (037)",7678,1637,2610,1625,1229,577
"Mujeres (038)",7085,1556,2267,1419,1191,652
"PEA (039)",5611,44,2141,1777,1233,416
"Hombres (040)",4134,21,1558,1343,909,303
"Mujeres (041)",1477,23,583,434,324,113
"Ocupada (042)",4991,34,1787,1602,1166,402
"Hombres (043)",3642,15,1303,1186,847,291
"Mujeres (044)",1349,19,484,416,319,111
"Desocupada (045)",620,10,354,175,67,14
"Hombres (046)",492,6,255,157,62,12
"Mujeres (047)",128,4,99,18,5,2
"No PEA (048)",9152,3149,2736,1267,1187,813
"Hombres (049)",3544,1616,1052,282,320,274
"Mujeres (050)",5608,1533,1684,985,867,539
