"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia JULCAN (000)",7994,116,3414,2516,752,280,134,61,11,,710
"Conviviente (001)",3608,60,1650,1106,316,110,52,22,3,,289
"Separado(a) (002)",470,8,179,175,46,25,8,6,,,23
"Casado(a) (003)",2525,31,1112,826,253,90,44,19,4,,146
"Viudo(a) (004)",718,8,299,231,65,28,22,9,3,,53
"Divorciado(a) (005)",21,,9,7,3,,1,,,,1
"Soltero(a) (006)",652,9,165,171,69,27,7,5,1,,198
,,,,,,,,,,,
"URBANA (008)",1345,12,490,439,141,70,36,9,,,148
"Conviviente (009)",484,7,193,153,48,28,15,2,,,38
"Separado(a) (010)",127,3,45,48,14,6,4,,,,7
"Casado(a) (011)",463,2,181,153,51,23,12,4,,,37
"Viudo(a) (012)",114,,41,37,11,6,5,1,,,13
"Divorciado(a) (013)",7,,2,3,1,,,,,,1
"Soltero(a) (014)",150,,28,45,16,7,,2,,,52
,,,,,,,,,,,
"RURAL (016)",6649,104,2924,2077,611,210,98,52,11,,562
"Conviviente (017)",3124,53,1457,953,268,82,37,20,3,,251
"Separado(a) (018)",343,5,134,127,32,19,4,6,,,16
"Casado(a) (019)",2062,29,931,673,202,67,32,15,4,,109
"Viudo(a) (020)",604,8,258,194,54,22,17,8,3,,40
"Divorciado(a) (021)",14,,7,4,2,,1,,,,
"Soltero(a) (022)",502,9,137,126,53,20,7,3,1,,146
