"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHACHAPOYAS (000)",45988,5412,1326,20697,10847,1396,3198,1268,1844
"Jefe o Jefa (001)",13513,943,2,6318,3063,493,1349,400,945
"Esposa(o)/ compa¤era(o) (002)",7840,714,12,4027,1616,228,783,143,317
"Hijo(a)/ hijastro(a) (003)",17144,2501,1061,7550,4252,375,661,457,287
"Yerno/ nuera (004)",571,7,1,163,200,37,77,32,54
"Nieto(a) (005)",2206,549,195,965,390,31,31,32,13
"Padres/ suegros (006)",656,266,,327,47,2,7,3,4
"Otro(a) pariente (007)",2861,356,44,1012,898,138,186,127,100
"Trabajador(a) del hogar (008)",156,4,,69,69,8,5,1,
"Pensionista (009)",71,1,,8,18,7,8,4,25
"Otro(a) no pariente (010)",970,71,11,258,294,77,91,69,99
"Hombres (012)",22338,2121,671,10096,5711,687,1363,632,1057
"Jefe o Jefa (013)",9357,345,1,4510,2277,339,896,268,721
"Esposa(o)/ compa¤era(o) (014)",522,19,1,241,138,27,50,15,31
"Hijo(a)/ hijastro(a) (015)",8835,1260,546,3978,2275,172,240,221,143
"Yerno/ nuera (016)",275,2,1,73,106,13,35,14,31
"Nieto(a) (017)",1137,278,95,492,216,20,17,13,6
"Padres/ suegros (018)",161,28,,106,19,1,3,2,2
"Otro(a) pariente (019)",1508,158,25,552,516,71,72,65,49
"Trabajador(a) del hogar (020)",8,,,3,4,1,,,
"Pensionista (021)",42,1,,1,13,3,6,3,15
"Otro(a) no pariente (022)",493,30,2,140,147,40,44,31,59
"Mujeres (024)",23650,3291,655,10601,5136,709,1835,636,787
"Jefe o Jefa (025)",4156,598,1,1808,786,154,453,132,224
"Esposa(o)/ compa¤era(o) (026)",7318,695,11,3786,1478,201,733,128,286
"Hijo(a)/ hijastro(a) (027)",8309,1241,515,3572,1977,203,421,236,144
"Yerno/ nuera (028)",296,5,,90,94,24,42,18,23
"Nieto(a) (029)",1069,271,100,473,174,11,14,19,7
"Padres/ suegros (030)",495,238,,221,28,1,4,1,2
"Otro(a) pariente (031)",1353,198,19,460,382,67,114,62,51
"Trabajador(a) del hogar (032)",148,4,,66,65,7,5,1,
"Pensionista (033)",29,,,7,5,4,2,1,10
"Otro(a) no pariente (034)",477,41,9,118,147,37,47,38,40
,,,,,,,,,
"URBANA (036)",31702,2944,884,11874,8712,1289,3000,1217,1782
"Jefe o Jefa (037)",9408,400,2,3473,2504,460,1261,387,921
"Esposa(o)/ compa¤era(o) (038)",5161,251,5,2187,1322,206,740,137,313
"Hijo(a)/ hijastro(a) (039)",11320,1447,700,4279,3219,339,622,438,276
"Yerno/ nuera (040)",413,3,,72,156,33,69,30,50
"Nieto(a) (041)",1567,363,135,635,331,28,30,32,13
"Padres/ suegros (042)",516,183,,272,47,2,7,1,4
"Otro(a) pariente (043)",2292,243,31,687,797,133,181,123,97
"Trabajador(a) del hogar (044)",148,3,,65,67,8,4,1,
"Pensionista (045)",62,,,7,16,7,8,4,20
