"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia MOYOBAMBA (000)",115389,2684,39618,32400,22302,13727,4658
"Hombres (001)",59829,1386,20309,16634,11655,7524,2321
"Mujeres (002)",55560,1298,19309,15766,10647,6203,2337
"Viviendas particulares (003)",114445,2674,39547,32002,22009,13578,4635
"Hombres (004)",59075,1382,20280,16296,11414,7401,2302
"Mujeres (005)",55370,1292,19267,15706,10595,6177,2333
"Viviendas colectivas (006)",720,8,49,312,222,112,17
"Hombres (007)",580,3,14,269,185,95,14
"Mujeres (008)",140,5,35,43,37,17,3
"Otro tipo (009)",224,2,22,86,71,37,6
"Hombres (010)",174,1,15,69,56,28,5
"Mujeres (011)",50,1,7,17,15,9,1
,,,,,,,
"URBANA (012)",68406,1330,21195,18896,14385,9243,3357
"Hombres (013)",34452,689,10791,9257,7143,4987,1585
"Mujeres (014)",33954,641,10404,9639,7242,4256,1772
"Viviendas particulares (015)",67462,1320,21124,18498,14092,9094,3334
"Hombres (016)",33698,685,10762,8919,6902,4864,1566
"Mujeres (017)",33764,635,10362,9579,7190,4230,1768
"Viviendas colectivas (018)",720,8,49,312,222,112,17
"Hombres (019)",580,3,14,269,185,95,14
"Mujeres (020)",140,5,35,43,37,17,3
"Otro tipo (021)",224,2,22,86,71,37,6
"Hombres (022)",174,1,15,69,56,28,5
"Mujeres (023)",50,1,7,17,15,9,1
,,,,,,,
"RURAL (024)",46983,1354,18423,13504,7917,4484,1301
"Hombres (025)",25377,697,9518,7377,4512,2537,736
"Mujeres (026)",21606,657,8905,6127,3405,1947,565
"Viviendas particulares (027)",46983,1354,18423,13504,7917,4484,1301
"Hombres (028)",25377,697,9518,7377,4512,2537,736
"Mujeres (029)",21606,657,8905,6127,3405,1947,565
