"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUARAL (000)",65858,44339,7578,6212,7729
"Empleado (001)",14691,5357,1858,2646,4830
"Obrero (002)",20299,10432,3710,3354,2803
"Trabajador independiente (003)",23788,22307,1481,,
"Empleador o patrono (004)",1813,1381,226,133,73
"Trabajador familiar no remunerado (005)",3433,3028,303,79,23
"Trabajador del hogar (006)",1834,1834,,,
"De 06 a 14 años (008)",679,565,73,33,8
"Empleado (009)",63,50,9,4,
"Obrero (010)",184,125,37,14,8
"Trabajador independiente (011)",127,121,6,,
"Trabajador familiar no remunerado (013)",281,245,21,15,
"Trabajador del hogar (014)",24,24,,,
"De 15 a 29 años (016)",21628,13783,2998,2390,2457
"Empleado (017)",5581,2569,833,913,1266
"Obrero (018)",7932,3809,1544,1413,1166
"Trabajador independiente (019)",5711,5263,448,,
"Empleador o patrono (020)",284,198,38,30,18
"Trabajador familiar no remunerado (021)",1236,1060,135,34,7
"Trabajador del hogar (022)",884,884,,,
"De 30 a 44 años (024)",23860,15156,2757,2465,3482
"Empleado (025)",5841,1729,683,1136,2293
"Obrero (026)",7166,3418,1343,1256,1149
"Trabajador independiente (027)",8761,8188,573,,
"Empleador o patrono (028)",607,440,80,55,32
"Trabajador familiar no remunerado (029)",920,816,78,18,8
"Trabajador del hogar (030)",565,565,,,
"De 45 a 64 años (032)",16208,11767,1535,1229,1677
"Empleado (033)",2959,879,309,566,1205
"Obrero (034)",4304,2543,697,617,447
"Trabajador independiente (035)",7249,6859,390,,
"Empleador o patrono (036)",649,508,85,37,19
"Trabajador familiar no remunerado (037)",723,654,54,9,6
"Trabajador del hogar (038)",324,324,,,
"De 65 y más años (040)",3483,3068,215,95,105
"Empleado (041)",247,130,24,27,66
"Obrero (042)",713,537,89,54,33
"Trabajador independiente (043)",1940,1876,64,,
"Empleador o patrono (044)",273,235,23,11,4
"Trabajador familiar no remunerado (045)",273,253,15,3,2
"Trabajador del hogar (046)",37,37,,,
,,,,,
"URBANA (048)",54274,36019,5988,5235,7032
"Empleado (049)",13600,4922,1730,2436,4512
"Obrero (050)",14409,6732,2601,2634,2442
"Trabajador independiente (051)",20860,19579,1281,,
"Empleador o patrono (052)",1222,897,161,106,58
