"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PAITA (000)",34602,20193,4810,3344,6255
"Hombres (001)",25894,15022,4244,2464,4164
"Mujeres (002)",8708,5171,566,880,2091
"De 06 a 14 años (003)",459,393,52,7,7
"Hombres (004)",356,301,45,6,4
"Mujeres (005)",103,92,7,1,3
"De 15 a 29 años (006)",12820,6957,2060,1272,2531
"Hombres (007)",9557,5213,1779,891,1674
"Mujeres (008)",3263,1744,281,381,857
"De 30 a 44 años (009)",12602,6911,1816,1336,2539
"Hombres (010)",9185,4945,1622,975,1643
"Mujeres (011)",3417,1966,194,361,896
"De 45 a 64 años (012)",7470,4851,816,694,1109
"Hombres (013)",5756,3681,736,560,779
"Mujeres (014)",1714,1170,80,134,330
"De 65 y más años (015)",1251,1081,66,35,69
"Hombres (016)",1040,882,62,32,64
"Mujeres (017)",211,199,4,3,5
,,,,,
"URBANA (018)",33112,19162,4675,3234,6041
"Hombres (019)",24583,14103,4118,2375,3987
"Mujeres (020)",8529,5059,557,859,2054
"De 06 a 14 años (021)",429,363,52,7,7
"Hombres (022)",328,273,45,6,4
"Mujeres (023)",101,90,7,1,3
"De 15 a 29 años (024)",12270,6603,2013,1222,2432
"Hombres (025)",9081,4899,1734,853,1595
"Mujeres (026)",3189,1704,279,369,837
"De 30 a 44 años (027)",12088,6576,1754,1302,2456
"Hombres (028)",8735,4650,1564,946,1575
"Mujeres (029)",3353,1926,190,356,881
"De 45 a 64 años (030)",7154,4614,792,669,1079
"Hombres (031)",5477,3472,715,539,751
"Mujeres (032)",1677,1142,77,130,328
"De 65 y más años (033)",1171,1006,64,34,67
"Hombres (034)",962,809,60,31,62
"Mujeres (035)",209,197,4,3,5
,,,,,
"RURAL (036)",1490,1031,135,110,214
"Hombres (037)",1311,919,126,89,177
"Mujeres (038)",179,112,9,21,37
"De 06 a 14 años (039)",30,30,,,
"Hombres (040)",28,28,,,
"Mujeres (041)",2,2,,,
"De 15 a 29 años (042)",550,354,47,50,99
"Hombres (043)",476,314,45,38,79
"Mujeres (044)",74,40,2,12,20
"De 30 a 44 años (045)",514,335,62,34,83
"Hombres (046)",450,295,58,29,68
"Mujeres (047)",64,40,4,5,15
"De 45 a 64 años (048)",316,237,24,25,30
"Hombres (049)",279,209,21,21,28
"Mujeres (050)",37,28,3,4,2
"De 65 y más años (051)",80,75,2,1,2
"Hombres (052)",78,73,2,1,2
"Mujeres (053)",2,2,,,
