"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CARHUAZ (000)",43902,7789,2596,708,32828
"Menos de 1 año (001)",744,418,35,24,267
"De 1 a 14 años (002)",13328,5718,764,238,6613
"De 15 a 29 años (003)",11541,934,405,129,10076
"De 30 a 44 años (004)",8099,334,642,143,6987
"De 45 a 64 años (005)",6477,216,508,119,5638
"De 65 y mas años (006)",3713,169,242,55,3247
"Hombres (008)",21283,3877,1326,388,15707
"Menos de 1 año (009)",407,234,20,9,144
"De 1 a 14 años (010)",6774,2941,399,116,3321
"De 15 a 29 años (011)",5708,403,205,71,5031
"De 30 a 44 años (012)",3868,126,316,85,3347
"De 45 a 64 años (013)",3000,98,268,71,2567
"De 65 y mas años (014)",1526,75,118,36,1297
"Mujeres (016)",22619,3912,1270,320,17121
"Menos de 1 año (017)",337,184,15,15,123
"De 1 a 14 años (018)",6554,2777,365,122,3292
"De 15 a 29 años (019)",5833,531,200,58,5045
"De 30 a 44 años (020)",4231,208,326,58,3640
"De 45 a 64 años (021)",3477,118,240,48,3071
"De 65 y mas años (022)",2187,94,124,19,1950
,,,,,
"URBANA (024)",14862,1751,1715,389,11017
"Menos de 1 año (025)",246,103,18,5,120
"De 1 a 14 años (026)",4070,1215,488,88,2279
"De 15 a 29 años (027)",3982,227,242,81,3434
"De 30 a 44 años (028)",2942,89,438,91,2329
"De 45 a 64 años (029)",2345,76,374,87,1811
"De 65 y mas años (030)",1277,41,155,37,1044
"Hombres (032)",7218,896,852,212,5267
"Menos de 1 año (033)",149,67,11,1,70
"De 1 a 14 años (034)",2017,640,254,33,1090
"De 15 a 29 años (035)",1983,96,117,48,1724
"De 30 a 44 años (036)",1417,37,203,53,1128
"De 45 a 64 años (037)",1122,38,194,56,837
"De 65 y mas años (038)",530,18,73,21,418
"Mujeres (040)",7644,855,863,177,5750
"Menos de 1 año (041)",97,36,7,4,50
"De 1 a 14 años (042)",2053,575,234,55,1189
"De 15 a 29 años (043)",1999,131,125,33,1710
"De 30 a 44 años (044)",1525,52,235,38,1201
"De 45 a 64 años (045)",1223,38,180,31,974
"De 65 y mas años (046)",747,23,82,16,626
,,,,,
"RURAL (048)",29040,6038,881,319,21811
"Menos de 1 año (049)",498,315,17,19,147
"De 1 a 14 años (050)",9258,4503,276,150,4334
"De 15 a 29 años (051)",7559,707,163,48,6642
"De 30 a 44 años (052)",5157,245,204,52,4658
"De 45 a 64 años (053)",4132,140,134,32,3827
"De 65 y mas años (054)",2436,128,87,18,2203
"Hombres (056)",14065,2981,474,176,10440
"Menos de 1 año (057)",258,167,9,8,74
"De 1 a 14 años (058)",4757,2301,145,83,2231
"De 15 a 29 años (059)",3725,307,88,23,3307
"De 30 a 44 años (060)",2451,89,113,32,2219
"De 45 a 64 años (061)",1878,60,74,15,1730
"De 65 y mas años (062)",996,57,45,15,879
"Mujeres (064)",14975,3057,407,143,11371
"Menos de 1 año (065)",240,148,8,11,73
"De 1 a 14 años (066)",4501,2202,131,67,2103
"De 15 a 29 años (067)",3834,400,75,25,3335
"De 30 a 44 años (068)",2706,156,91,20,2439
"De 45 a 64 años (069)",2254,80,60,17,2097
"De 65 y mas años (070)",1440,71,42,3,1324
