"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUAURA (000)",77761,50520,8949,8120,10172
"Empleado (001)",21631,6989,3072,4491,7079
"Obrero (002)",19577,9476,3728,3386,2987
"Trabajador independiente (003)",29234,27515,1719,,
"Empleador o patrono (004)",1631,1194,186,166,85
"Trabajador familiar no remunerado (005)",3563,3221,244,77,21
"Trabajador del hogar (006)",2125,2125,,,
"De 06 a 14 años (008)",680,544,92,29,15
"Empleado (009)",66,50,11,4,1
"Obrero (010)",141,71,39,18,13
"Trabajador independiente (011)",127,118,9,,
"Empleador o patrono (012)",1,1,,,
"Trabajador familiar no remunerado (013)",321,280,33,7,1
"Trabajador del hogar (014)",24,24,,,
"De 15 a 29 años (016)",24922,15500,3679,2944,2799
"Empleado (017)",7453,3174,1317,1424,1538
"Obrero (018)",7852,3549,1625,1457,1221
"Trabajador independiente (019)",7042,6452,590,,
"Empleador o patrono (020)",307,212,33,31,31
"Trabajador familiar no remunerado (021)",1429,1274,114,32,9
"Trabajador del hogar (022)",839,839,,,
"De 30 a 44 años (024)",28201,17344,3193,3321,4343
"Empleado (025)",8753,2394,1155,2021,3183
"Obrero (026)",6683,3072,1273,1212,1126
"Trabajador independiente (027)",10566,9939,627,,
"Empleador o patrono (028)",607,428,85,64,30
"Trabajador familiar no remunerado (029)",833,752,53,24,4
"Trabajador del hogar (030)",759,759,,,
"De 45 a 64 años (032)",20021,13700,1753,1692,2876
"Empleado (033)",4992,1200,544,992,2256
"Obrero (034)",4224,2306,698,630,590
"Trabajador independiente (035)",9069,8649,420,,
"Empleador o patrono (036)",549,411,55,59,24
"Trabajador familiar no remunerado (037)",729,676,36,11,6
"Trabajador del hogar (038)",458,458,,,
"De 65 y más años (040)",3937,3432,232,134,139
"Empleado (041)",367,171,45,50,101
"Obrero (042)",677,478,93,69,37
"Trabajador independiente (043)",2430,2357,73,,
"Empleador o patrono (044)",167,142,13,12,
"Trabajador familiar no remunerado (045)",251,239,8,3,1
"Trabajador del hogar (046)",45,45,,,
,,,,,
"URBANA (048)",67509,43061,7678,7141,9629
"Empleado (049)",21046,6765,2979,4365,6937
"Obrero (050)",14595,6678,2759,2564,2594
"Trabajador independiente (051)",25915,24327,1588,,
