"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANTA (000)",1340,21,722,392,162,43
"Conviviente (001)",343,1,199,121,21,1
"Separado(a) (002)",32,,16,12,3,1
"Casado(a) (003)",373,,52,180,115,26
"Viudo(a) (004)",34,,3,9,10,12
"Divorciado(a) (005)",5,,1,2,2,
"Soltero(a) (006)",553,20,451,68,11,3
"Hombres (008)",941,15,483,283,131,29
"Conviviente (009)",246,1,134,92,18,1
"Separado(a) (010)",5,,1,3,1,
"Casado(a) (011)",300,,40,137,102,21
"Viudo(a) (012)",10,,1,2,2,5
"Divorciado(a) (013)",2,,,1,1,
"Soltero(a) (014)",378,14,307,48,7,2
"Mujeres (016)",399,6,239,109,31,14
"Conviviente (017)",97,,65,29,3,
"Separado(a) (018)",27,,15,9,2,1
"Casado(a) (019)",73,,12,43,13,5
"Viudo(a) (020)",24,,2,7,8,7
"Divorciado(a) (021)",3,,1,1,1,
"Soltero(a) (022)",175,6,144,20,4,1
,,,,,,
"AREA URBANA (024)",807,9,434,251,97,16
"Conviviente (025)",235,1,128,88,18,
"Separado(a) (026)",22,,8,10,3,1
"Casado(a) (027)",185,,22,95,61,7
"Viudo(a) (028)",25,,3,9,5,8
"Divorciado(a) (029)",4,,1,2,1,
"Soltero(a) (030)",336,8,272,47,9,
"Hombres (032)",523,8,274,163,72,6
"Conviviente (033)",154,1,75,63,15,
"Separado(a) (034)",4,,,3,1,
"Casado(a) (035)",130,,14,62,50,4
"Viudo(a) (036)",6,,1,2,1,2
"Divorciado(a) (037)",1,,,1,,
"Soltero(a) (038)",228,7,184,32,5,
"Mujeres (040)",284,1,160,88,25,10
"Conviviente (041)",81,,53,25,3,
"Separado(a) (042)",18,,8,7,2,1
"Casado(a) (043)",55,,8,33,11,3
"Viudo(a) (044)",19,,2,7,4,6
"Divorciado(a) (045)",3,,1,1,1,
"Soltero(a) (046)",108,1,88,15,4,
,,,,,,
"AREA RURAL (048)",533,12,288,141,65,27
"Conviviente (049)",108,,71,33,3,1
"Separado(a) (050)",10,,8,2,,
"Casado(a) (051)",188,,30,85,54,19
"Viudo(a) (052)",9,,,,5,4
"Divorciado(a) (053)",1,,,,1,
"Soltero(a) (054)",217,12,179,21,2,3
"Hombres (056)",418,7,209,120,59,23
"Conviviente (057)",92,,59,29,3,1
"Separado(a) (058)",1,,1,,,
"Casado(a) (059)",170,,26,75,52,17
"Viudo(a) (060)",4,,,,1,3
"Divorciado(a) (061)",1,,,,1,
"Soltero(a) (062)",150,7,123,16,2,2
"Mujeres (064)",115,5,79,21,6,4
"Conviviente (065)",16,,12,4,,
"Separado(a) (066)",9,,7,2,,
"Casado(a) (067)",18,,4,10,2,2
"Viudo(a) (068)",5,,,,4,1
"Soltero(a) (070)",67,5,56,5,,1
