"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia HUAYTARA",,,
"Viviendas particulares (001)",6777,2671,4106
"Ocupantes presentes (002)",21756,8583,13173
"Casa independiente",,,
"Viviendas particulares (004)",5504,2594,2910
"Ocupantes presentes (005)",17146,8339,8807
"Departamento en edificio",,,
"Viviendas particulares (007)",6,6,
"Ocupantes presentes (008)",24,24,
"Vivienda en quinta",,,
"Viviendas particulares (010)",18,18,
"Ocupantes presentes (011)",61,61,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",34,34,
"Ocupantes presentes (014)",105,105,
"Choza o cabaña",,,
"Viviendas particulares (016)",1197,16,1181
"Ocupantes presentes (017)",4387,47,4340
"Vivienda improvisada",,,
"Viviendas particulares (019)",3,,3
"Ocupantes presentes (020)",5,,5
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",11,2,9
"Ocupantes presentes (023)",18,2,16
"Otro tipo",,,
"Viviendas particulares (025)",4,1,3
"Ocupantes presentes (026)",10,5,5
,,,
URBANA,,,
"Viviendas particulares (028)",1965,1497,468
"Ocupantes presentes (029)",6453,5052,1401
"Casa independiente",,,
"Viviendas particulares (031)",1901,1438,463
"Ocupantes presentes (032)",6253,4861,1392
"Departamento en edificio",,,
"Viviendas particulares (034)",6,6,
"Ocupantes presentes (035)",24,24,
"Vivienda en quinta",,,
"Viviendas particulares (037)",18,18,
"Ocupantes presentes (038)",61,61,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",34,34,
"Ocupantes presentes (041)",105,105,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",3,,3
"Ocupantes presentes (047)",5,,5
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",2,1,1
"Ocupantes presentes (050)",4,1,3
"Otro tipo",,,
"Viviendas particulares (052)",1,,1
"Ocupantes presentes (053)",1,,1
,,,
RURAL,,,
"Viviendas particulares (055)",4812,1174,3638
"Ocupantes presentes (056)",15303,3531,11772
"Casa independiente",,,
"Viviendas particulares (058)",3603,1156,2447
"Ocupantes presentes (059)",10893,3478,7415
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",1197,16,1181
"Ocupantes presentes (071)",4387,47,4340
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",9,1,8
"Ocupantes presentes (077)",14,1,13
"Otro tipo",,,
"Viviendas particulares (079)",3,1,2
"Ocupantes presentes (080)",9,5,4
