"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",18814,152,7898,6771,3324,669
"Empleado (001)",1069,5,468,391,191,14
"Obrero (002)",7927,18,3732,3045,1066,66
"Trabajador independiente (003)",5222,28,1576,1976,1275,367
"Empleador o patrono (004)",172,,56,68,41,7
"Trabajador familiar no remunerado (005)",1789,69,672,468,421,159
"Trabajador del hogar (006)",181,4,122,36,15,4
"Desocupado (008)",2454,28,1272,787,315,52
"Hombres (009)",13904,82,5719,5144,2473,486
"Empleado (010)",672,2,224,278,155,13
"Obrero (011)",7289,16,3445,2811,958,59
"Trabajador independiente (012)",3057,10,792,1139,845,271
"Empleador o patrono (013)",117,,31,51,31,4
"Trabajador familiar no remunerado (014)",862,33,317,209,209,94
"Trabajador del hogar (015)",39,1,22,7,7,2
"Desocupado (017)",1868,20,888,649,268,43
"Mujeres (018)",4910,70,2179,1627,851,183
"Empleado (019)",397,3,244,113,36,1
"Obrero (020)",638,2,287,234,108,7
"Trabajador independiente (021)",2165,18,784,837,430,96
"Empleador o patrono (022)",55,,25,17,10,3
"Trabajador familiar no remunerado (023)",927,36,355,259,212,65
"Trabajador del hogar (024)",142,3,100,29,8,2
"Desocupado (026)",586,8,384,138,47,9
,,,,,,
"URBANA (027)",13203,108,5757,4994,2091,253
"Empleado (028)",942,5,419,337,169,12
"Obrero (029)",6223,15,2917,2415,829,47
"Trabajador independiente (030)",3270,21,1109,1355,677,108
"Empleador o patrono (031)",150,,48,61,34,7
"Trabajador familiar no remunerado (032)",627,45,240,183,121,38
"Trabajador del hogar (033)",157,4,106,31,13,3
"Desocupado (035)",1834,18,918,612,248,38
"Hombres (036)",9770,61,4161,3801,1564,183
"Empleado (037)",596,2,205,240,138,11
"Obrero (038)",5740,13,2692,2249,746,40
"Trabajador independiente (039)",1676,8,494,701,396,77
"Empleador o patrono (040)",100,,26,46,24,4
"Trabajador familiar no remunerado (041)",249,23,92,67,48,19
"Trabajador del hogar (042)",33,1,19,6,6,1
"Desocupado (044)",1376,14,633,492,206,31
"Mujeres (045)",3433,47,1596,1193,527,70
"Empleado (046)",346,3,214,97,31,1
"Obrero (047)",483,2,225,166,83,7
"Trabajador independiente (048)",1594,13,615,654,281,31
"Empleador o patrono (049)",50,,22,15,10,3
"Trabajador familiar no remunerado (050)",378,22,148,116,73,19
"Trabajador del hogar (051)",124,3,87,25,7,2
"Desocupado (053)",458,4,285,120,42,7
,,,,,,
"RURAL (054)",5611,44,2141,1777,1233,416
"Empleado (055)",127,,49,54,22,2
"Obrero (056)",1704,3,815,630,237,19
"Trabajador independiente (057)",1952,7,467,621,598,259
"Empleador o patrono (058)",22,,8,7,7,
"Trabajador familiar no remunerado (059)",1162,24,432,285,300,121
"Trabajador del hogar (060)",24,,16,5,2,1
"Desocupado (062)",620,10,354,175,67,14
"Hombres (063)",4134,21,1558,1343,909,303
"Empleado (064)",76,,19,38,17,2
"Obrero (065)",1549,3,753,562,212,19
"Trabajador independiente (066)",1381,2,298,438,449,194
"Empleador o patrono (067)",17,,5,5,7,
"Trabajador familiar no remunerado (068)",613,10,225,142,161,75
"Trabajador del hogar (069)",6,,3,1,1,1
"Desocupado (071)",492,6,255,157,62,12
"Mujeres (072)",1477,23,583,434,324,113
"Empleado (073)",51,,30,16,5,
"Obrero (074)",155,,62,68,25,
"Trabajador independiente (075)",571,5,169,183,149,65
"Empleador o patrono (076)",5,,3,2,,
"Trabajador familiar no remunerado (077)",549,14,207,143,139,46
"Trabajador del hogar (078)",18,,13,4,1,
"Desocupado (080)",128,4,99,18,5,2
