"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia ZARUMILLA",,,,,,,,
"Hogares (001)",10386,5045,7338,3270,469,2856,604,1676
"Ocupantes presentes (002)",39616,19836,30285,14127,2046,12401,2645,4762
"Casa independiente",,,,,,,,
"Hogares (004)",9991,4860,7085,3180,447,2788,574,1599
"Ocupantes presentes (005)",38457,19281,29486,13810,1971,12167,2552,4570
"Departamento en edificio",,,,,,,,
"Hogares (007)",70,40,59,27,11,32,16,4
"Ocupantes presentes (008)",203,125,175,88,36,100,52,8
"Vivienda en quinta",,,,,,,,
"Hogares (010)",192,84,119,35,8,24,13,37
"Ocupantes presentes (011)",519,218,355,123,29,80,39,82
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",32,17,23,10,2,1,,5
"Ocupantes presentes (014)",110,55,92,47,7,1,,12
"Choza o cabaña",,,,,,,,
"Hogares (016)",8,5,4,1,,2,,2
"Ocupantes presentes (017)",18,13,10,2,,4,,2
"Vivienda improvisada",,,,,,,,
"Hogares (019)",40,17,18,8,1,5,,10
"Ocupantes presentes (020)",136,59,63,27,3,18,,36
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",28,14,20,8,,4,1,5
"Ocupantes presentes (023)",102,58,71,27,,31,2,16
"Otro tipo",,,,,,,,
"Hogares (025)",25,8,10,1,,,,14
"Ocupantes presentes (026)",71,27,33,3,,,,36
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",9409,4562,6790,3091,464,2709,600,1462
"Ocupantes presentes (029)",35909,17965,27973,13351,2028,11742,2626,4097
"Casa independiente",,,,,,,,
"Hogares (031)",9024,4383,6542,3002,442,2643,570,1388
"Ocupantes presentes (032)",34775,17427,27188,13036,1953,11512,2533,3910
"Departamento en edificio",,,,,,,,
"Hogares (034)",70,40,59,27,11,32,16,4
"Ocupantes presentes (035)",203,125,175,88,36,100,52,8
"Vivienda en quinta",,,,,,,,
"Hogares (037)",192,84,119,35,8,24,13,37
"Ocupantes presentes (038)",519,218,355,123,29,80,39,82
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",32,17,23,10,2,1,,5
"Ocupantes presentes (041)",110,55,92,47,7,1,,12
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",40,17,18,8,1,5,,10
"Ocupantes presentes (047)",136,59,63,27,3,18,,36
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",26,13,19,8,,4,1,4
"Ocupantes presentes (050)",95,54,67,27,,31,2,13
"Otro tipo",,,,,,,,
"Hogares (052)",25,8,10,1,,,,14
"Ocupantes presentes (053)",71,27,33,3,,,,36
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",977,483,548,179,5,147,4,214
"Ocupantes presentes (056)",3707,1871,2312,776,18,659,19,665
"Casa independiente",,,,,,,,
"Hogares (058)",967,477,543,178,5,145,4,211
"Ocupantes presentes (059)",3682,1854,2298,774,18,655,19,660
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",8,5,4,1,,2,,2
"Ocupantes presentes (071)",18,13,10,2,,4,,2
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",2,1,1,,,,,1
"Ocupantes presentes (077)",7,4,4,,,,,3
"Otro tipo",,,,,,,,
