"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ANTA (000)",51955,2403,14408,9418,6497,6527,4959,3234,4509
"Quechua (001)",36512,1124,7998,5523,5012,5535,4305,2882,4133
"Aymara (002)",42,1,9,3,10,3,6,5,5
"Ashaninca (003)",3,,3,,,,,,
"Otra lengua nativa (004)",10,,2,4,1,,2,,1
"Castellano (005)",15248,1276,6385,3855,1451,961,634,326,360
"Idioma extranjero (006)",8,,,,4,,,3,1
"Es sordomudo/a (007)",132,2,11,33,19,28,12,18,9
"Hombres (009)",26158,1255,7501,4943,3153,3164,2482,1596,2064
"Quechua (010)",18122,590,4258,2828,2419,2690,2113,1386,1838
"Aymara (011)",17,,4,2,6,1,2,1,1
"Ashaninca (012)",2,,2,,,,,,
"Otra lengua nativa (013)",5,,2,,1,,2,,
"Castellano (014)",7922,663,3229,2095,713,454,354,196,218
"Idioma extranjero (015)",3,,,,2,,,,1
"Es sordomudo/a (016)",87,2,6,18,12,19,11,13,6
"Mujeres (018)",25797,1148,6907,4475,3344,3363,2477,1638,2445
"Quechua (019)",18390,534,3740,2695,2593,2845,2192,1496,2295
"Aymara (020)",25,1,5,1,4,2,4,4,4
"Ashaninca (021)",1,,1,,,,,,
"Otra lengua nativa (022)",5,,,4,,,,,1
"Castellano (023)",7326,613,3156,1760,738,507,280,130,142
"Idioma extranjero (024)",5,,,,2,,,3,
"Es sordomudo/a (025)",45,,5,15,7,9,1,5,3
,,,,,,,,,
"URBANA (027)",18382,814,4949,3424,2497,2399,1699,1055,1545
"Quechua (028)",9004,110,1144,1239,1517,1650,1226,830,1288
"Aymara (029)",18,1,4,,7,1,4,1,
"Ashaninca (030)",2,,2,,,,,,
"Otra lengua nativa (031)",5,,,3,1,,1,,
"Castellano (032)",9296,701,3793,2170,964,732,466,219,251
"Idioma extranjero (033)",2,,,,2,,,,
"Es sordomudo/a (034)",55,2,6,12,6,16,2,5,6
"Hombres (036)",9102,442,2531,1772,1171,1133,861,506,686
"Quechua (037)",4369,58,597,653,740,785,617,380,539
"Aymara (038)",11,,1,,6,1,2,1,
"Ashaninca (039)",1,,1,,,,,,
"Otra lengua nativa (040)",2,,,,1,,1,,
"Castellano (041)",4683,382,1929,1109,422,338,240,121,142
"Idioma extranjero (042)",1,,,,1,,,,
"Es sordomudo/a (043)",35,2,3,10,1,9,1,4,5
"Mujeres (045)",9280,372,2418,1652,1326,1266,838,549,859
"Quechua (046)",4635,52,547,586,777,865,609,450,749
"Aymara (047)",7,1,3,,1,,2,,
"Ashaninca (048)",1,,1,,,,,,
"Otra lengua nativa (049)",3,,,3,,,,,
"Castellano (050)",4613,319,1864,1061,542,394,226,98,109
"Idioma extranjero (051)",1,,,,1,,,,
"Es sordomudo/a (052)",20,,3,2,5,7,1,1,1
,,,,,,,,,
"RURAL (054)",33573,1589,9459,5994,4000,4128,3260,2179,2964
"Quechua (055)",27508,1014,6854,4284,3495,3885,3079,2052,2845
"Aymara (056)",24,,5,3,3,2,2,4,5
"Ashaninca (057)",1,,1,,,,,,
"Otra lengua nativa (058)",5,,2,1,,,1,,1
"Castellano (059)",5952,575,2592,1685,487,229,168,107,109
"Idioma extranjero (060)",6,,,,2,,,3,1
"Es sordomudo/a (061)",77,,5,21,13,12,10,13,3
"Hombres (063)",17056,813,4970,3171,1982,2031,1621,1090,1378
"Quechua (064)",13753,532,3661,2175,1679,1905,1496,1006,1299
"Aymara (065)",6,,3,2,,,,,1
"Ashaninca (066)",1,,1,,,,,,
"Otra lengua nativa (067)",3,,2,,,,1,,
"Castellano (068)",3239,281,1300,986,291,116,114,75,76
"Idioma extranjero (069)",2,,,,1,,,,1
"Es sordomudo/a (070)",52,,3,8,11,10,10,9,1
"Mujeres (072)",16517,776,4489,2823,2018,2097,1639,1089,1586
"Quechua (073)",13755,482,3193,2109,1816,1980,1583,1046,1546
"Aymara (074)",18,,2,1,3,2,2,4,4
"Otra lengua nativa (076)",2,,,1,,,,,1
"Castellano (077)",2713,294,1292,699,196,113,54,32,33
"Idioma extranjero (078)",4,,,,1,,,3,
"Es sordomudo/a (079)",25,,2,13,2,2,,4,2
