"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia TARATA (000)",6352,678,1001,1142,1035,851,1645
"Conviviente (001)",1841,15,315,587,454,233,237
"Separado(a) (002)",214,,8,44,61,52,49
"Casado(a) (003)",1854,1,28,161,345,445,874
"Viudo(a) (004)",408,,1,6,24,31,346
"Divorciado(a) (005)",42,,1,2,5,6,28
"Soltero(a) (006)",1993,662,648,342,146,84,111
"Hombres (008)",3278,372,506,604,557,437,802
"Conviviente (009)",937,7,110,311,255,128,126
"Separado(a) (010)",82,,,14,23,26,19
"Casado(a) (011)",947,1,14,63,180,227,462
"Viudo(a) (012)",132,,,1,7,7,117
"Divorciado(a) (013)",24,,1,1,4,4,14
"Soltero(a) (014)",1156,364,381,214,88,45,64
"Mujeres (016)",3074,306,495,538,478,414,843
"Conviviente (017)",904,8,205,276,199,105,111
"Separado(a) (018)",132,,8,30,38,26,30
"Casado(a) (019)",907,,14,98,165,218,412
"Viudo(a) (020)",276,,1,5,17,24,229
"Divorciado(a) (021)",18,,,1,1,2,14
"Soltero(a) (022)",837,298,267,128,58,39,47
,,,,,,,
"URBANA (024)",4949,543,779,891,810,658,1268
"Conviviente (025)",1433,13,244,460,359,175,182
"Separado(a) (026)",158,,6,32,45,40,35
"Casado(a) (027)",1439,1,17,128,270,348,675
"Viudo(a) (028)",307,,,5,20,21,261
"Divorciado(a) (029)",37,,1,1,4,6,25
"Soltero(a) (030)",1575,529,511,265,112,68,90
"Hombres (032)",2535,298,397,462,432,334,612
"Conviviente (033)",720,6,88,239,199,94,94
"Separado(a) (034)",56,,,8,16,19,13
"Casado(a) (035)",735,1,8,51,143,176,356
"Viudo(a) (036)",100,,,,6,6,88
"Divorciado(a) (037)",21,,1,,3,4,13
"Soltero(a) (038)",903,291,300,164,65,35,48
"Mujeres (040)",2414,245,382,429,378,324,656
"Conviviente (041)",713,7,156,221,160,81,88
"Separado(a) (042)",102,,6,24,29,21,22
"Casado(a) (043)",704,,9,77,127,172,319
"Viudo(a) (044)",207,,,5,14,15,173
"Divorciado(a) (045)",16,,,1,1,2,12
"Soltero(a) (046)",672,238,211,101,47,33,42
,,,,,,,
"RURAL (048)",1403,135,222,251,225,193,377
"Conviviente (049)",408,2,71,127,95,58,55
"Separado(a) (050)",56,,2,12,16,12,14
"Casado(a) (051)",415,,11,33,75,97,199
"Viudo(a) (052)",101,,1,1,4,10,85
"Divorciado(a) (053)",5,,,1,1,,3
"Soltero(a) (054)",418,133,137,77,34,16,21
"Hombres (056)",743,74,109,142,125,103,190
"Conviviente (057)",217,1,22,72,56,34,32
"Separado(a) (058)",26,,,6,7,7,6
"Casado(a) (059)",212,,6,12,37,51,106
"Viudo(a) (060)",32,,,1,1,1,29
"Divorciado(a) (061)",3,,,1,1,,1
"Soltero(a) (062)",253,73,81,50,23,10,16
"Mujeres (064)",660,61,113,109,100,90,187
"Conviviente (065)",191,1,49,55,39,24,23
"Separado(a) (066)",30,,2,6,9,5,8
"Casado(a) (067)",203,,5,21,38,46,93
"Viudo(a) (068)",69,,1,,3,9,56
"Divorciado(a) (069)",2,,,,,,2
"Soltero(a) (070)",165,60,56,27,11,6,5
