"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CAJABAMBA (000)",68615,3743,18903,13090,9487,8123,5811,4044,5414
"Quechua (001)",30,2,11,3,4,5,2,1,2
"Aymara (002)",16,2,4,4,2,4,,,
"Ashaninca (003)",5,,2,2,1,,,,
"Otra lengua nativa (004)",8,,2,2,,1,1,2,
"Castellano (005)",68403,3739,18848,13051,9454,8100,5793,4030,5388
"Idioma extranjero (006)",4,,1,,,,,,3
"Es sordomudo/a (007)",149,,35,28,26,13,15,11,21
"Hombres (009)",33781,1922,9744,6552,4591,3853,2778,1833,2508
"Quechua (010)",16,,6,2,1,2,2,1,2
"Aymara (011)",8,1,3,2,1,1,,,
"Ashaninca (012)",4,,1,2,1,,,,
"Otra lengua nativa (013)",3,,,1,,,1,1,
"Castellano (014)",33684,1921,9720,6533,4579,3843,2770,1824,2494
"Idioma extranjero (015)",2,,1,,,,,,1
"Es sordomudo/a (016)",64,,13,12,9,7,5,7,11
"Mujeres (018)",34834,1821,9159,6538,4896,4270,3033,2211,2906
"Quechua (019)",14,2,5,1,3,3,,,
"Aymara (020)",8,1,1,2,1,3,,,
"Ashaninca (021)",1,,1,,,,,,
"Otra lengua nativa (022)",5,,2,1,,1,,1,
"Castellano (023)",34719,1818,9128,6518,4875,4257,3023,2206,2894
"Idioma extranjero (024)",2,,,,,,,,2
"Es sordomudo/a (025)",85,,22,16,17,6,10,4,10
,,,,,,,,,
"URBANA (027)",17126,754,4128,3409,2554,2318,1576,1067,1320
"Quechua (028)",12,,3,1,3,1,2,1,1
"Aymara (029)",6,1,1,2,,2,,,
"Ashaninca (030)",1,,,1,,,,,
"Otra lengua nativa (031)",5,,2,1,,1,1,,
"Castellano (032)",17080,753,4119,3402,2550,2310,1572,1064,1310
"Idioma extranjero (033)",3,,1,,,,,,2
"Es sordomudo/a (034)",19,,2,2,1,4,1,2,7
"Hombres (036)",8090,396,2117,1641,1160,1031,708,474,563
"Quechua (037)",7,,1,1,,1,2,1,1
"Aymara (038)",1,,1,,,,,,
"Ashaninca (039)",1,,,1,,,,,
"Otra lengua nativa (040)",1,,,,,,1,,
"Castellano (041)",8068,396,2113,1638,1159,1027,705,472,558
"Idioma extranjero (042)",1,,1,,,,,,
"Es sordomudo/a (043)",11,,1,1,1,3,,1,4
"Mujeres (045)",9036,358,2011,1768,1394,1287,868,593,757
"Quechua (046)",5,,2,,3,,,,
"Aymara (047)",5,1,,2,,2,,,
"Otra lengua nativa (049)",4,,2,1,,1,,,
"Castellano (050)",9012,357,2006,1764,1391,1283,867,592,752
"Idioma extranjero (051)",2,,,,,,,,2
"Es sordomudo/a (052)",8,,1,1,,1,1,1,3
,,,,,,,,,
"RURAL (054)",51489,2989,14775,9681,6933,5805,4235,2977,4094
"Quechua (055)",18,2,8,2,1,4,,,1
"Aymara (056)",10,1,3,2,2,2,,,
"Ashaninca (057)",4,,2,1,1,,,,
"Otra lengua nativa (058)",3,,,1,,,,2,
"Castellano (059)",51323,2986,14729,9649,6904,5790,4221,2966,4078
"Idioma extranjero (060)",1,,,,,,,,1
"Es sordomudo/a (061)",130,,33,26,25,9,14,9,14
"Hombres (063)",25691,1526,7627,4911,3431,2822,2070,1359,1945
"Quechua (064)",9,,5,1,1,1,,,1
"Aymara (065)",7,1,2,2,1,1,,,
"Ashaninca (066)",3,,1,1,1,,,,
"Otra lengua nativa (067)",2,,,1,,,,1,
"Castellano (068)",25616,1525,7607,4895,3420,2816,2065,1352,1936
"Idioma extranjero (069)",1,,,,,,,,1
"Es sordomudo/a (070)",53,,12,11,8,4,5,6,7
"Mujeres (072)",25798,1463,7148,4770,3502,2983,2165,1618,2149
"Quechua (073)",9,2,3,1,,3,,,
"Aymara (074)",3,,1,,1,1,,,
"Ashaninca (075)",1,,1,,,,,,
"Otra lengua nativa (076)",1,,,,,,,1,
"Castellano (077)",25707,1461,7122,4754,3484,2974,2156,1614,2142
"Es sordomudo/a (079)",77,,21,15,17,5,9,3,7
