"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN MARCOS (000)",15297,607,5072,4881,3467,1270
"Empleado (001)",1668,11,519,818,295,25
"Obrero (002)",2029,59,852,623,396,99
"Trabajador independiente (003)",7913,58,1919,2702,2270,964
"Empleador o patrono (004)",211,1,40,60,72,38
"Trabajador familiar no remunerado (005)",2299,415,1128,389,281,86
"Trabajador del hogar (006)",322,19,168,80,41,14
"Desocupado (008)",855,44,446,209,112,44
"Hombres (009)",12029,407,3862,3820,2843,1097
"Empleado (010)",938,5,269,464,181,19
"Obrero (011)",1699,44,729,524,326,76
"Trabajador independiente (012)",6986,42,1683,2369,2019,873
"Empleador o patrono (013)",200,1,35,57,69,38
"Trabajador familiar no remunerado (014)",1527,293,815,225,147,47
"Trabajador del hogar (015)",20,2,13,2,,3
"Desocupado (017)",659,20,318,179,101,41
"Mujeres (018)",3268,200,1210,1061,624,173
"Empleado (019)",730,6,250,354,114,6
"Obrero (020)",330,15,123,99,70,23
"Trabajador independiente (021)",927,16,236,333,251,91
"Empleador o patrono (022)",11,,5,3,3,
"Trabajador familiar no remunerado (023)",772,122,313,164,134,39
"Trabajador del hogar (024)",302,17,155,78,41,11
"Desocupado (026)",196,24,128,30,11,3
,,,,,,
"URBANA (027)",4526,85,1322,1769,1043,307
"Empleado (028)",1364,11,408,673,251,21
"Obrero (029)",536,7,209,188,106,26
"Trabajador independiente (030)",1978,20,437,742,564,215
"Empleador o patrono (031)",63,,11,23,20,9
"Trabajador familiar no remunerado (032)",247,28,92,53,53,21
"Trabajador del hogar (033)",155,10,83,32,20,10
"Desocupado (035)",183,9,82,58,29,5
"Hombres (036)",3034,54,868,1165,715,232
"Empleado (037)",769,5,217,381,150,16
"Obrero (038)",476,7,191,167,92,19
"Trabajador independiente (039)",1448,14,323,527,413,171
"Empleador o patrono (040)",55,,8,20,18,9
"Trabajador familiar no remunerado (041)",147,23,67,26,20,11
"Trabajador del hogar (042)",7,,5,,,2
"Desocupado (044)",132,5,57,44,22,4
"Mujeres (045)",1492,31,454,604,328,75
"Empleado (046)",595,6,191,292,101,5
"Obrero (047)",60,,18,21,14,7
"Trabajador independiente (048)",530,6,114,215,151,44
"Empleador o patrono (049)",8,,3,3,2,
"Trabajador familiar no remunerado (050)",100,5,25,27,33,10
"Trabajador del hogar (051)",148,10,78,32,20,8
"Desocupado (053)",51,4,25,14,7,1
,,,,,,
"RURAL (054)",10771,522,3750,3112,2424,963
"Empleado (055)",304,,111,145,44,4
"Obrero (056)",1493,52,643,435,290,73
"Trabajador independiente (057)",5935,38,1482,1960,1706,749
"Empleador o patrono (058)",148,1,29,37,52,29
"Trabajador familiar no remunerado (059)",2052,387,1036,336,228,65
"Trabajador del hogar (060)",167,9,85,48,21,4
"Desocupado (062)",672,35,364,151,83,39
"Hombres (063)",8995,353,2994,2655,2128,865
"Empleado (064)",169,,52,83,31,3
"Obrero (065)",1223,37,538,357,234,57
"Trabajador independiente (066)",5538,28,1360,1842,1606,702
"Empleador o patrono (067)",145,1,27,37,51,29
"Trabajador familiar no remunerado (068)",1380,270,748,199,127,36
"Trabajador del hogar (069)",13,2,8,2,,1
"Desocupado (071)",527,15,261,135,79,37
"Mujeres (072)",1776,169,756,457,296,98
"Empleado (073)",135,,59,62,13,1
"Obrero (074)",270,15,105,78,56,16
"Trabajador independiente (075)",397,10,122,118,100,47
"Empleador o patrono (076)",3,,2,,1,
"Trabajador familiar no remunerado (077)",672,117,288,137,101,29
"Trabajador del hogar (078)",154,7,77,46,21,3
"Desocupado (080)",145,20,103,16,4,2
