"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia YUNGUYO (000)",42545,9432,11367,8615,8440,4691
"Hombres (001)",20938,4769,5696,4167,4060,2246
"Mujeres (002)",21607,4663,5671,4448,4380,2445
"PEA (003)",20174,247,5351,6174,5930,2472
"Hombres (004)",11649,126,3020,3601,3433,1469
"Mujeres (005)",8525,121,2331,2573,2497,1003
"Ocupada (006)",19018,229,4710,5845,5789,2445
"Hombres (007)",10843,115,2605,3360,3316,1447
"Mujeres (008)",8175,114,2105,2485,2473,998
"Desocupada (009)",1156,18,641,329,141,27
"Hombres (010)",806,11,415,241,117,22
"Mujeres (011)",350,7,226,88,24,5
"No PEA (012)",22371,9185,6016,2441,2510,2219
"Hombres (013)",9289,4643,2676,566,627,777
"Mujeres (014)",13082,4542,3340,1875,1883,1442
,,,,,,
"URBANA (018)",15538,3461,4473,3637,2820,1147
"Hombres (019)",7622,1744,2178,1760,1409,531
"Mujeres (020)",7916,1717,2295,1877,1411,616
"PEA (021)",7068,131,1917,2565,1912,543
"Hombres (022)",3945,65,1025,1425,1125,305
"Mujeres (023)",3123,66,892,1140,787,238
"Ocupada (024)",6626,126,1707,2423,1843,527
"Hombres (025)",3661,62,899,1334,1074,292
"Mujeres (026)",2965,64,808,1089,769,235
"Desocupada (027)",442,5,210,142,69,16
"Hombres (028)",284,3,126,91,51,13
"Mujeres (029)",158,2,84,51,18,3
"No PEA (030)",8470,3330,2556,1072,908,604
"Hombres (031)",3677,1679,1153,335,284,226
"Mujeres (032)",4793,1651,1403,737,624,378
,,,,,,
"RURAL (036)",27007,5971,6894,4978,5620,3544
"Hombres (037)",13316,3025,3518,2407,2651,1715
"Mujeres (038)",13691,2946,3376,2571,2969,1829
"PEA (039)",13106,116,3434,3609,4018,1929
"Hombres (040)",7704,61,1995,2176,2308,1164
"Mujeres (041)",5402,55,1439,1433,1710,765
"Ocupada (042)",12392,103,3003,3422,3946,1918
"Hombres (043)",7182,53,1706,2026,2242,1155
"Mujeres (044)",5210,50,1297,1396,1704,763
"Desocupada (045)",714,13,431,187,72,11
"Hombres (046)",522,8,289,150,66,9
"Mujeres (047)",192,5,142,37,6,2
"No PEA (048)",13901,5855,3460,1369,1602,1615
"Hombres (049)",5612,2964,1523,231,343,551
"Mujeres (050)",8289,2891,1937,1138,1259,1064
