"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MOHO (000)",11160,598,860,5910,58,3687,47
"Conviviente (001)",2050,161,163,1130,8,576,12
"Separado(a) (002)",261,11,17,174,1,57,1
"Casado(a) (003)",5561,281,417,3071,32,1753,7
"Viudo(a) (004)",1026,9,72,727,13,204,1
"Divorciado(a) (005)",39,2,3,26,1,6,1
"Soltero(a) (006)",2223,134,188,782,3,1091,25
"Hombres (008)",6169,448,575,3778,34,1327,7
"Conviviente (009)",1144,119,119,710,5,188,3
"Separado(a) (010)",83,5,7,51,,20,
"Casado(a) (011)",3287,240,276,2243,21,507,
"Viudo(a) (012)",381,6,38,279,5,53,
"Divorciado(a) (013)",22,2,2,15,,3,
"Soltero(a) (014)",1252,76,133,480,3,556,4
"Mujeres (016)",4991,150,285,2132,24,2360,40
"Conviviente (017)",906,42,44,420,3,388,9
"Separado(a) (018)",178,6,10,123,1,37,1
"Casado(a) (019)",2274,41,141,828,11,1246,7
"Viudo(a) (020)",645,3,34,448,8,151,1
"Divorciado(a) (021)",17,,1,11,1,3,1
"Soltero(a) (022)",971,58,55,302,,535,21
,,,,,,,
"URBANA (024)",2857,385,136,1649,14,653,20
"Conviviente (025)",737,101,47,432,3,149,5
"Separado(a) (026)",71,11,2,47,,11,
"Casado(a) (027)",1297,186,52,778,9,266,6
"Viudo(a) (028)",177,7,4,145,2,19,
"Divorciado(a) (029)",10,2,1,5,,2,
"Soltero(a) (030)",565,78,30,242,,206,9
"Hombres (032)",1651,276,120,999,7,244,5
"Conviviente (033)",425,72,44,259,2,46,2
"Separado(a) (034)",20,5,2,9,,4,
"Casado(a) (035)",797,154,43,521,5,74,
"Viudo(a) (036)",72,4,4,60,,4,
"Divorciado(a) (037)",6,2,1,3,,,
"Soltero(a) (038)",331,39,26,147,,116,3
"Mujeres (040)",1206,109,16,650,7,409,15
"Conviviente (041)",312,29,3,173,1,103,3
"Separado(a) (042)",51,6,,38,,7,
"Casado(a) (043)",500,32,9,257,4,192,6
"Viudo(a) (044)",105,3,,85,2,15,
"Divorciado(a) (045)",4,,,2,,2,
"Soltero(a) (046)",234,39,4,95,,90,6
,,,,,,,
"RURAL (048)",8303,213,724,4261,44,3034,27
"Conviviente (049)",1313,60,116,698,5,427,7
"Separado(a) (050)",190,,15,127,1,46,1
"Casado(a) (051)",4264,95,365,2293,23,1487,1
"Viudo(a) (052)",849,2,68,582,11,185,1
"Divorciado(a) (053)",29,,2,21,1,4,1
"Soltero(a) (054)",1658,56,158,540,3,885,16
"Hombres (056)",4518,172,455,2779,27,1083,2
"Conviviente (057)",719,47,75,451,3,142,1
"Separado(a) (058)",63,,5,42,,16,
"Casado(a) (059)",2490,86,233,1722,16,433,
"Viudo(a) (060)",309,2,34,219,5,49,
"Divorciado(a) (061)",16,,1,12,,3,
"Soltero(a) (062)",921,37,107,333,3,440,1
"Mujeres (064)",3785,41,269,1482,17,1951,25
"Conviviente (065)",594,13,41,247,2,285,6
"Separado(a) (066)",127,,10,85,1,30,1
"Casado(a) (067)",1774,9,132,571,7,1054,1
"Viudo(a) (068)",540,,34,363,6,136,1
"Divorciado(a) (069)",13,,1,9,1,1,1
"Soltero(a) (070)",737,19,51,207,,445,15
