"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia PALPA",,,,,,,,
"Viviendas particulares (001)",3457,1574,1682,172,,10,3,16
"Ocupantes presentes (002)",12783,5777,6298,620,,36,6,46
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",3301,1481,1623,170,,10,2,15
"Ocupantes presentes (005)",12289,5492,6101,616,,36,3,41
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",5,,5,,,,,
"Ocupantes presentes (008)",17,,17,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",13,,11,2,,,,
"Ocupantes presentes (011)",51,,47,4,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",26,3,22,,,,1,
"Ocupantes presentes (014)",85,11,71,,,,3,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",87,82,4,,,,,1
"Ocupantes presentes (017)",263,249,9,,,,,5
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",9,7,2,,,,,
"Ocupantes presentes (020)",32,24,8,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",4,1,3,,,,,
"Ocupantes presentes (023)",9,1,8,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",12,,12,,,,,
"Ocupantes presentes (026)",37,,37,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2192,714,1298,163,,3,3,11
"Ocupantes presentes (029)",8397,2868,4897,587,,11,6,28
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2125,704,1244,161,,3,2,11
"Ocupantes presentes (032)",8170,2833,4712,583,,11,3,28
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",5,,5,,,,,
"Ocupantes presentes (035)",17,,17,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",13,,11,2,,,,
"Ocupantes presentes (038)",51,,47,4,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",26,3,22,,,,1,
"Ocupantes presentes (041)",85,11,71,,,,3,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",9,7,2,,,,,
"Ocupantes presentes (047)",32,24,8,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",2,,2,,,,,
"Ocupantes presentes (050)",5,,5,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",12,,12,,,,,
"Ocupantes presentes (053)",37,,37,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",1265,860,384,9,,7,,5
"Ocupantes presentes (056)",4386,2909,1401,33,,25,,18
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",1176,777,379,9,,7,,4
"Ocupantes presentes (059)",4119,2659,1389,33,,25,,13
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",87,82,4,,,,,1
"Ocupantes presentes (071)",263,249,9,,,,,5
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",2,1,1,,,,,
"Ocupantes presentes (077)",4,1,3,,,,,
"Otro tipo",,,,,,,,
