"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia URUBAMBA",,,,,,,
"Viviendas particulares (001)",13169,2173,174,293,8655,1374,500
"Ocupantes presentes (002)",53426,7681,645,1223,36307,5565,2005
"Casa independiente",,,,,,,
"Viviendas particulares (004)",12663,1804,173,284,8586,1334,482
"Ocupantes presentes (005)",51901,6669,643,1191,36043,5415,1940
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",89,65,,2,20,2,
"Ocupantes presentes (008)",251,177,,8,59,7,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",63,46,,1,8,6,2
"Ocupantes presentes (011)",236,166,,2,30,23,15
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",308,242,,6,31,19,10
"Ocupantes presentes (014)",910,622,,22,153,80,33
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",14,6,1,,1,3,3
"Ocupantes presentes (017)",43,18,2,,1,11,11
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",8,1,,,2,3,2
"Ocupantes presentes (020)",23,4,,,8,6,5
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",8,5,,,2,1,
"Ocupantes presentes (023)",20,16,,,2,2,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",16,4,,,5,6,1
"Ocupantes presentes (026)",42,9,,,11,21,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",6101,1849,41,209,3539,199,264
"Ocupantes presentes (029)",24553,6475,150,886,15268,750,1024
"Casa independiente",,,,,,,
"Viviendas particulares (031)",5615,1486,41,200,3472,166,250
"Ocupantes presentes (032)",23084,5481,150,854,15006,622,971
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",89,65,,2,20,2,
"Ocupantes presentes (035)",251,177,,8,59,7,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",63,46,,1,8,6,2
"Ocupantes presentes (038)",236,166,,2,30,23,15
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",308,242,,6,31,19,10
"Ocupantes presentes (041)",910,622,,22,153,80,33
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",8,1,,,2,3,2
"Ocupantes presentes (047)",23,4,,,8,6,5
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",7,5,,,1,1,
"Ocupantes presentes (050)",19,16,,,1,2,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",11,4,,,5,2,
"Ocupantes presentes (053)",30,9,,,11,10,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",7068,324,133,84,5116,1175,236
"Ocupantes presentes (056)",28873,1206,495,337,21039,4815,981
"Casa independiente",,,,,,,
"Viviendas particulares (058)",7048,318,132,84,5114,1168,232
"Ocupantes presentes (059)",28817,1188,493,337,21037,4793,969
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",14,6,1,,1,3,3
"Ocupantes presentes (071)",43,18,2,,1,11,11
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,1,,
"Ocupantes presentes (077)",1,,,,1,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",5,,,,,4,1
"Ocupantes presentes (080)",12,,,,,11,1
