"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LORETO (000)",56058,3959,16635,11706,8465,6522,4314,2409,2048
"Quechua (001)",548,21,98,124,82,72,62,52,37
"Aymara (002)",9,,3,2,,3,,1,
"Ashaninca (003)",8,,3,,1,1,,1,2
"Otra lengua nativa (004)",4618,405,1495,1046,688,483,258,147,96
"Castellano (005)",50795,3530,15013,10506,7678,5957,3993,2206,1912
"Idioma extranjero (006)",1,,,,1,,,,
"Es sordomudo/a (007)",79,3,23,28,15,6,1,2,1
"Hombres (009)",30140,1969,8678,5949,4696,3667,2591,1429,1161
"Quechua (010)",303,7,47,74,51,38,34,34,18
"Aymara (011)",3,,1,,,2,,,
"Ashaninca (012)",3,,1,,1,,,,1
"Otra lengua nativa (013)",2341,188,809,481,354,248,135,78,48
"Castellano (014)",27449,1774,7812,5376,4281,3375,2422,1315,1094
"Idioma extranjero (015)",1,,,,1,,,,
"Es sordomudo/a (016)",40,,8,18,8,4,,2,
"Mujeres (018)",25918,1990,7957,5757,3769,2855,1723,980,887
"Quechua (019)",245,14,51,50,31,34,28,18,19
"Aymara (020)",6,,2,2,,1,,1,
"Ashaninca (021)",5,,2,,,1,,1,1
"Otra lengua nativa (022)",2277,217,686,565,334,235,123,69,48
"Castellano (023)",23346,1756,7201,5130,3397,2582,1571,891,818
"Es sordomudo/a (025)",39,3,15,10,7,2,1,,1
,,,,,,,,,
"URBANA (027)",24085,1358,6381,5204,3970,3069,2007,1130,966
"Quechua (028)",163,2,16,46,23,21,20,21,14
"Aymara (029)",6,,1,1,,3,,1,
"Ashaninca (030)",3,,1,,,,,1,1
"Otra lengua nativa (031)",234,8,57,60,33,30,14,10,22
"Castellano (032)",23651,1348,6299,5085,3908,3013,1973,1097,928
"Idioma extranjero (033)",1,,,,1,,,,
"Es sordomudo/a (034)",27,,7,12,5,2,,,1
"Hombres (036)",13077,682,3316,2643,2249,1761,1243,652,531
"Quechua (037)",109,,12,38,14,13,14,14,4
"Aymara (038)",3,,1,,,2,,,
"Otra lengua nativa (040)",139,6,35,44,16,17,7,4,10
"Castellano (041)",12814,676,3266,2556,2215,1728,1222,634,517
"Idioma extranjero (042)",1,,,,1,,,,
"Es sordomudo/a (043)",11,,2,5,3,1,,,
"Mujeres (045)",11008,676,3065,2561,1721,1308,764,478,435
"Quechua (046)",54,2,4,8,9,8,6,7,10
"Aymara (047)",3,,,1,,1,,1,
"Ashaninca (048)",3,,1,,,,,1,1
"Otra lengua nativa (049)",95,2,22,16,17,13,7,6,12
"Castellano (050)",10837,672,3033,2529,1693,1285,751,463,411
"Es sordomudo/a (052)",16,,5,7,2,1,,,1
,,,,,,,,,
"RURAL (054)",31973,2601,10254,6502,4495,3453,2307,1279,1082
"Quechua (055)",385,19,82,78,59,51,42,31,23
"Aymara (056)",3,,2,1,,,,,
"Ashaninca (057)",5,,2,,1,1,,,1
"Otra lengua nativa (058)",4384,397,1438,986,655,453,244,137,74
"Castellano (059)",27144,2182,8714,5421,3770,2944,2020,1109,984
"Es sordomudo/a (061)",52,3,16,16,10,4,1,2,
"Hombres (063)",17063,1287,5362,3306,2447,1906,1348,777,630
"Quechua (064)",194,7,35,36,37,25,20,20,14
"Ashaninca (066)",3,,1,,1,,,,1
"Otra lengua nativa (067)",2202,182,774,437,338,231,128,74,38
"Castellano (068)",14635,1098,4546,2820,2066,1647,1200,681,577
"Es sordomudo/a (070)",29,,6,13,5,3,,2,
"Mujeres (072)",14910,1314,4892,3196,2048,1547,959,502,452
"Quechua (073)",191,12,47,42,22,26,22,11,9
"Aymara (074)",3,,2,1,,,,,
"Ashaninca (075)",2,,1,,,1,,,
"Otra lengua nativa (076)",2182,215,664,549,317,222,116,63,36
"Castellano (077)",12509,1084,4168,2601,1704,1297,820,428,407
"Es sordomudo/a (079)",23,3,10,3,5,1,1,,
