"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia VICTOR FAJARDO",,,,,,
"Viviendas particulares (001)",7936,7870,58,5,3,
"Ocupantes presentes (002)",24942,24389,444,61,48,
"Casa independiente",,,,,,
"Viviendas particulares (004)",7327,7263,57,4,3,
"Ocupantes presentes (005)",23744,23214,438,44,48,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",20,20,,,,
"Ocupantes presentes (011)",55,55,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",35,33,1,1,,
"Ocupantes presentes (014)",115,92,6,17,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",540,540,,,,
"Ocupantes presentes (017)",1004,1004,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",13,13,,,,
"Ocupantes presentes (020)",20,20,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",1,1,,,,
"Ocupantes presentes (023)",4,4,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",5617,5553,56,5,3,
"Ocupantes presentes (029)",18434,17895,430,61,48,
"Casa independiente",,,,,,
"Viviendas particulares (031)",5548,5486,55,4,3,
"Ocupantes presentes (032)",18240,17724,424,44,48,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",20,20,,,,
"Ocupantes presentes (038)",55,55,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",35,33,1,1,,
"Ocupantes presentes (041)",115,92,6,17,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",13,13,,,,
"Ocupantes presentes (047)",20,20,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",1,1,,,,
"Ocupantes presentes (050)",4,4,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",2319,2317,2,,,
"Ocupantes presentes (056)",6508,6494,14,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",1779,1777,2,,,
"Ocupantes presentes (059)",5504,5490,14,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",540,540,,,,
"Ocupantes presentes (071)",1004,1004,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
