"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUANCABAMBA (000)",2394,904,1490
"Sin nivel (001)",341,127,214
"Educación inicial (002)",1,1,
"Primaria (003)",1258,472,786
"Secundaria (004)",551,214,337
"Superior no univ. incompleta (005)",57,20,37
"Superior no univ. completa (006)",102,33,69
"Superior univ. incompleta (007)",42,19,23
"Superior univ. completa (008)",42,18,24
"De 14 a 29 años (010)",1272,622,650
"Sin nivel (011)",112,57,55
"Educación inicial (012)",1,1,
"Primaria (013)",621,321,300
"Secundaria (014)",396,177,219
"Superior no univ. incompleta (015)",43,18,25
"Superior no univ. completa (016)",62,28,34
"Superior univ. incompleta (017)",18,12,6
"Superior univ. completa (018)",19,8,11
"De 30 a 44 años (020)",668,237,431
"Sin nivel (021)",121,57,64
"Primaria (023)",350,125,225
"Secundaria (024)",120,32,88
"Superior no univ. incompleta (025)",12,2,10
"Superior no univ. completa (026)",29,5,24
"Superior univ. incompleta (027)",19,7,12
"Superior univ. completa (028)",17,9,8
"De 45 a 64 años (030)",345,45,300
"Sin nivel (031)",71,13,58
"Primaria (033)",221,26,195
"Secundaria (034)",33,5,28
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",8,,8
"Superior univ. incompleta (037)",5,,5
"Superior univ. completa (038)",6,1,5
"De 65 y más años (040)",109,,109
"Sin nivel (041)",37,,37
"Primaria (043)",66,,66
"Secundaria (044)",2,,2
"Superior no univ. incompleta (045)",1,,1
"Superior no univ. completa (046)",3,,3
,,,
"AREA URBANA (050)",324,104,220
"Sin nivel (051)",21,7,14
"Primaria (053)",82,19,63
"Secundaria (054)",102,36,66
"Superior no univ. incompleta (055)",33,11,22
"Superior no univ. completa (056)",45,14,31
"Superior univ. incompleta (057)",15,7,8
"Superior univ. completa (058)",26,10,16
"De 14 a 29 años (060)",167,74,93
"Sin nivel (061)",7,4,3
"Primaria (063)",18,10,8
"Secundaria (064)",61,26,35
"Superior no univ. incompleta (065)",25,10,15
"Superior no univ. completa (066)",32,12,20
"Superior univ. incompleta (067)",11,6,5
"Superior univ. completa (068)",13,6,7
"De 30 a 44 años (070)",94,26,68
"Sin nivel (071)",6,2,4
"Primaria (073)",30,7,23
"Secundaria (074)",30,9,21
"Superior no univ. incompleta (075)",7,1,6
"Superior no univ. completa (076)",9,2,7
"Superior univ. incompleta (077)",4,1,3
"Superior univ. completa (078)",8,4,4
"De 45 a 64 años (080)",49,4,45
"Sin nivel (081)",7,1,6
"Primaria (083)",22,2,20
"Secundaria (084)",10,1,9
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",4,,4
"Superior univ. completa (088)",5,,5
"De 65 y más años (090)",14,,14
"Sin nivel (091)",1,,1
"Primaria (093)",12,,12
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",2070,800,1270
"Sin nivel (101)",320,120,200
"Educación inicial (102)",1,1,
"Primaria (103)",1176,453,723
"Secundaria (104)",449,178,271
"Superior no univ. incompleta (105)",24,9,15
"Superior no univ. completa (106)",57,19,38
"Superior univ. incompleta (107)",27,12,15
"Superior univ. completa (108)",16,8,8
"De 14 a 29 años (110)",1105,548,557
"Sin nivel (111)",105,53,52
"Educación inicial (112)",1,1,
"Primaria (113)",603,311,292
"Secundaria (114)",335,151,184
"Superior no univ. incompleta (115)",18,8,10
"Superior no univ. completa (116)",30,16,14
"Superior univ. incompleta (117)",7,6,1
"Superior univ. completa (118)",6,2,4
"De 30 a 44 años (120)",574,211,363
"Sin nivel (121)",115,55,60
"Primaria (123)",320,118,202
"Secundaria (124)",90,23,67
"Superior no univ. incompleta (125)",5,1,4
"Superior no univ. completa (126)",20,3,17
"Superior univ. incompleta (127)",15,6,9
"Superior univ. completa (128)",9,5,4
"De 45 a 64 años (130)",296,41,255
"Sin nivel (131)",64,12,52
"Primaria (133)",199,24,175
"Secundaria (134)",23,4,19
"Superior no univ. completa (136)",4,,4
"Superior univ. incompleta (137)",5,,5
"Superior univ. completa (138)",1,1,
"De 65 y más años (140)",95,,95
"Sin nivel (141)",36,,36
"Primaria (143)",54,,54
"Secundaria (144)",1,,1
"Superior no univ. incompleta (145)",1,,1
"Superior no univ. completa (146)",3,,3
