"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUARMEY (000)",21270,3114,3749,4323,3735,2457,3892
"Católica (001)",18524,2754,3241,3791,3232,2126,3380
"Cristiana/Evangélica (002)",2050,259,342,373,380,280,416
"Otra (003)",280,36,52,53,49,32,58
"Ninguna (004)",416,65,114,106,74,19,38
"Hombres (006)",11069,1620,1941,2208,1953,1298,2049
"Católica (007)",9722,1449,1684,1931,1713,1138,1807
"Cristiana/Evangélica (008)",955,127,153,182,167,136,190
"Otra (009)",129,10,29,29,22,11,28
"Ninguna (010)",263,34,75,66,51,13,24
"Mujeres (012)",10201,1494,1808,2115,1782,1159,1843
"Católica (013)",8802,1305,1557,1860,1519,988,1573
"Cristiana/Evangélica (014)",1095,132,189,191,213,144,226
"Otra (015)",151,26,23,24,27,21,30
"Ninguna (016)",153,31,39,40,23,6,14
,,,,,,,
"URBANA (018)",16269,2374,2801,3278,2973,1869,2974
"Católica (019)",14174,2097,2410,2865,2581,1634,2587
"Cristiana/Evangélica (020)",1472,187,248,266,277,189,305
"Otra (021)",266,36,47,51,49,29,54
"Ninguna (022)",357,54,96,96,66,17,28
"Hombres (024)",8293,1217,1412,1632,1535,965,1532
"Católica (025)",7285,1091,1221,1418,1349,852,1354
"Cristiana/Evangélica (026)",662,90,103,125,117,92,135
"Otra (027)",124,10,28,28,22,10,26
"Ninguna (028)",222,26,60,61,47,11,17
"Mujeres (030)",7976,1157,1389,1646,1438,904,1442
"Católica (031)",6889,1006,1189,1447,1232,782,1233
"Cristiana/Evangélica (032)",810,97,145,141,160,97,170
"Otra (033)",142,26,19,23,27,19,28
"Ninguna (034)",135,28,36,35,19,6,11
,,,,,,,
"RURAL (036)",5001,740,948,1045,762,588,918
"Católica (037)",4350,657,831,926,651,492,793
"Cristiana/Evangélica (038)",578,72,94,107,103,91,111
"Otra (039)",14,,5,2,,3,4
"Ninguna (040)",59,11,18,10,8,2,10
"Hombres (042)",2776,403,529,576,418,333,517
"Católica (043)",2437,358,463,513,364,286,453
"Cristiana/Evangélica (044)",293,37,50,57,50,44,55
"Otra (045)",5,,1,1,,1,2
"Ninguna (046)",41,8,15,5,4,2,7
"Mujeres (048)",2225,337,419,469,344,255,401
"Católica (049)",1913,299,368,413,287,206,340
"Cristiana/Evangélica (050)",285,35,44,50,53,47,56
"Otra (051)",9,,4,1,,2,2
"Ninguna (052)",18,3,3,5,4,,3
