"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia JAUJA",,,,,,,,,
"Viviendas particulares (001)",1191,622,230,67,157,12,9,9,85
"Ocupantes presentes (002)",4831,2492,987,246,677,37,33,33,326
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1159,613,226,67,146,11,5,8,83
"Ocupantes presentes (005)",4729,2465,968,246,649,33,18,31,319
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",3,1,1,,1,,,,
"Ocupantes presentes (008)",11,4,5,,2,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",11,1,,,4,1,4,1,
"Ocupantes presentes (011)",43,9,,,13,4,15,2,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",16,6,2,,6,,,,2
"Ocupantes presentes (014)",43,13,10,,13,,,,7
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,1,,,,,,
"Ocupantes presentes (020)",4,,4,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,,
"Ocupantes presentes (023)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",783,344,213,46,80,10,9,7,74
"Ocupantes presentes (029)",3222,1380,913,195,356,32,33,24,289
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",751,335,209,46,69,9,5,6,72
"Ocupantes presentes (032)",3120,1353,894,195,328,28,18,22,282
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",3,1,1,,1,,,,
"Ocupantes presentes (035)",11,4,5,,2,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",11,1,,,4,1,4,1,
"Ocupantes presentes (038)",43,9,,,13,4,15,2,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",16,6,2,,6,,,,2
"Ocupantes presentes (041)",43,13,10,,13,,,,7
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,1,,,,,,
"Ocupantes presentes (047)",4,,4,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",408,278,17,21,77,2,,2,11
"Ocupantes presentes (056)",1609,1112,74,51,321,5,,9,37
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",408,278,17,21,77,2,,2,11
"Ocupantes presentes (059)",1609,1112,74,51,321,5,,9,37
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
