"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia SAN MARCOS",,,,,,,,,
"Hogares (001)",13119,250,115,88,72,51,40,35,12468
"Ocupantes presentes (002)",49938,776,324,297,278,231,203,227,47602
"Casa independiente",,,,,,,,,
"Hogares (004)",12316,240,107,79,65,51,39,33,11702
"Ocupantes presentes (005)",47108,757,299,267,242,231,197,218,44897
"Departamento en edificio",,,,,,,,,
"Hogares (007)",21,1,3,1,,,,,16
"Ocupantes presentes (008)",67,5,7,3,,,,,52
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",93,1,1,5,6,,,1,79
"Ocupantes presentes (011)",304,1,3,20,32,,,7,241
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",17,1,,1,,,,,15
"Ocupantes presentes (014)",55,1,,3,,,,,51
"Choza o cabaña",,,,,,,,,
"Hogares (016)",665,7,4,2,1,,1,1,649
"Ocupantes presentes (017)",2379,12,15,4,4,,6,2,2336
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",2,,,,,,,,2
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",6,,,,,,,,6
"Ocupantes presentes (023)",23,,,,,,,,23
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2731,115,53,50,37,25,15,12,2424
"Ocupantes presentes (029)",10551,382,170,180,140,109,68,65,9437
"Casa independiente",,,,,,,,,
"Hogares (031)",2598,112,49,43,31,25,15,11,2312
"Ocupantes presentes (032)",10121,375,160,154,108,109,68,58,9089
"Departamento en edificio",,,,,,,,,
"Hogares (034)",21,1,3,1,,,,,16
"Ocupantes presentes (035)",67,5,7,3,,,,,52
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",93,1,1,5,6,,,1,79
"Ocupantes presentes (038)",304,1,3,20,32,,,7,241
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",17,1,,1,,,,,15
"Ocupantes presentes (041)",55,1,,3,,,,,51
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",2,,,,,,,,2
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",10388,135,62,38,35,26,25,23,10044
"Ocupantes presentes (056)",39387,394,154,117,138,122,135,162,38165
"Casa independiente",,,,,,,,,
"Hogares (058)",9718,128,58,36,34,26,24,22,9390
"Ocupantes presentes (059)",36987,382,139,113,134,122,129,160,35808
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",665,7,4,2,1,,1,1,649
"Ocupantes presentes (071)",2379,12,15,4,4,,6,2,2336
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",5,,,,,,,,5
"Ocupantes presentes (077)",21,,,,,,,,21
"Otro tipo",,,,,,,,,
