"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia RECUAY (000)",14751,1965,2567,2560,2174,1820,3665
"Católica (001)",13879,1879,2437,2438,2039,1698,3388
"Cristiana/Evangélica (002)",681,71,94,79,107,98,232
"Otra (003)",71,4,10,11,12,11,23
"Ninguna (004)",120,11,26,32,16,13,22
"Hombres (006)",7153,1035,1329,1242,1005,872,1670
"Católica (007)",6738,989,1253,1184,944,824,1544
"Cristiana/Evangélica (008)",301,35,50,33,43,38,102
"Otra (009)",31,1,6,4,7,2,11
"Ninguna (010)",83,10,20,21,11,8,13
"Mujeres (012)",7598,930,1238,1318,1169,948,1995
"Católica (013)",7141,890,1184,1254,1095,874,1844
"Cristiana/Evangélica (014)",380,36,44,46,64,60,130
"Otra (015)",40,3,4,7,5,9,12
"Ninguna (016)",37,1,6,11,5,5,9
,,,,,,,
"URBANA (018)",8450,1062,1464,1508,1258,1024,2134
"Católica (019)",7929,1011,1380,1422,1188,953,1975
"Cristiana/Evangélica (020)",383,41,56,54,52,56,124
"Otra (021)",54,2,9,8,7,8,20
"Ninguna (022)",84,8,19,24,11,7,15
"Hombres (024)",3999,559,755,702,565,478,940
"Católica (025)",3736,528,701,661,534,449,863
"Cristiana/Evangélica (026)",177,22,32,23,18,23,59
"Otra (027)",25,1,6,3,4,2,9
"Ninguna (028)",61,8,16,15,9,4,9
"Mujeres (030)",4451,503,709,806,693,546,1194
"Católica (031)",4193,483,679,761,654,504,1112
"Cristiana/Evangélica (032)",206,19,24,31,34,33,65
"Otra (033)",29,1,3,5,3,6,11
"Ninguna (034)",23,,3,9,2,3,6
,,,,,,,
"RURAL (036)",6301,903,1103,1052,916,796,1531
"Católica (037)",5950,868,1057,1016,851,745,1413
"Cristiana/Evangélica (038)",298,30,38,25,55,42,108
"Otra (039)",17,2,1,3,5,3,3
"Ninguna (040)",36,3,7,8,5,6,7
"Hombres (042)",3154,476,574,540,440,394,730
"Católica (043)",3002,461,552,523,410,375,681
"Cristiana/Evangélica (044)",124,13,18,10,25,15,43
"Otra (045)",6,,,1,3,,2
"Ninguna (046)",22,2,4,6,2,4,4
"Mujeres (048)",3147,427,529,512,476,402,801
"Católica (049)",2948,407,505,493,441,370,732
"Cristiana/Evangélica (050)",174,17,20,15,30,27,65
"Otra (051)",11,2,1,2,2,3,1
"Ninguna (052)",14,1,3,2,3,2,3
