"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia GRAU",,,,,,,,,
"Viviendas particulares (001)",1334,124,127,69,121,17,14,14,848
"Ocupantes presentes (002)",4725,391,423,259,394,53,58,49,3098
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1322,124,126,67,121,17,14,14,839
"Ocupantes presentes (005)",4692,391,412,246,394,53,58,49,3089
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",10,,1,1,,,,,8
"Ocupantes presentes (014)",25,,11,6,,,,,8
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,,,1,,,,,1
"Ocupantes presentes (020)",8,,,7,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",955,101,112,63,119,17,14,11,518
"Ocupantes presentes (029)",3314,305,374,231,389,53,58,36,1868
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",943,101,111,61,119,17,14,11,509
"Ocupantes presentes (032)",3281,305,363,218,389,53,58,36,1859
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",10,,1,1,,,,,8
"Ocupantes presentes (041)",25,,11,6,,,,,8
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,,,1,,,,,1
"Ocupantes presentes (047)",8,,,7,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",379,23,15,6,2,,,3,330
"Ocupantes presentes (056)",1411,86,49,28,5,,,13,1230
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",379,23,15,6,2,,,3,330
"Ocupantes presentes (059)",1411,86,49,28,5,,,13,1230
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
