"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia AYABACA (000)",137605,3389,53104,31521,21843,18316,9432
"Jefe o Jefa (001)",30035,,22,4228,9731,10156,5898
"Esposa(o) / compañera(o) (002)",21571,,27,5214,8009,6383,1938
"Hijo(a) / hijastro(a) (003)",67707,2524,43887,17772,2838,657,29
"Yerno / nuera (004)",1463,,30,1079,280,64,10
"Nieto(a) (005)",7992,637,6170,1128,52,5,
"Padres / suegros (006)",1334,,,,24,293,1017
"Otro(a) pariente (007)",6522,224,2843,1654,696,633,472
"Trabajador(a) del hogar (008)",134,,12,107,9,4,2
"Pensionistas (009)",85,,4,33,33,12,3
"Otro(a) no pariente (010)",762,4,109,306,171,109,63
"Hombres (011)",70230,1709,27005,16528,10857,9230,4901
"Jefe o Jefa (012)",23599,,10,3341,8070,7992,4186
"Esposa(o) / compañera(o) (013)",1190,,12,265,436,347,130
"Hijo(a) / hijastro(a) (014)",36340,1285,22226,10818,1645,352,14
"Yerno / nuera (015)",464,,11,251,148,46,8
"Nieto(a) (016)",4248,312,3218,692,24,2,
"Padres / suegros (017)",379,,,,7,71,301
"Otro(a) pariente (018)",3530,110,1472,978,401,344,225
"Trabajador(a) del hogar (019)",13,,4,7,1,,1
"Pensionistas (020)",51,,3,20,17,9,2
"Otro(a) no pariente (021)",416,2,49,156,108,67,34
"Mujeres (022)",67375,1680,26099,14993,10986,9086,4531
"Jefe o Jefa (023)",6436,,12,887,1661,2164,1712
"Esposa(o) / compañera(o) (024)",20381,,15,4949,7573,6036,1808
"Hijo(a) / hijastro(a) (025)",31367,1239,21661,6954,1193,305,15
"Yerno / nuera (026)",999,,19,828,132,18,2
"Nieto(a) (027)",3744,325,2952,436,28,3,
"Padres / suegros (028)",955,,,,17,222,716
"Otro(a) pariente (029)",2992,114,1371,676,295,289,247
"Trabajador(a) del hogar (030)",121,,8,100,8,4,1
"Pensionistas (031)",34,,1,13,16,3,1
"Otro(a) no pariente (032)",346,2,60,150,63,42,29
,,,,,,,
"URBANA (033)",15093,289,4519,3823,2992,2343,1127
"Jefe o Jefa (034)",3765,,6,457,1275,1344,683
"Esposa(o) / compañera(o) (035)",2358,,4,458,971,713,212
"Hijo(a) / hijastro(a) (036)",6247,203,3480,2019,444,96,5
"Yerno / nuera (037)",171,,1,98,61,11,
"Nieto(a) (038)",817,60,592,154,10,1,
"Padres / suegros (039)",177,,,,4,28,145
"Otro(a) pariente (040)",1111,24,386,394,140,103,64
"Trabajador(a) del hogar (041)",96,,9,82,5,,
"Pensionistas (042)",35,,2,15,10,6,2
"Otro(a) no pariente (043)",316,2,39,146,72,41,16
"Hombres (044)",7368,151,2224,1832,1427,1168,566
"Jefe o Jefa (045)",2729,,3,286,983,995,462
"Esposa(o) / compañera(o) (046)",151,,2,40,43,42,24
"Hijo(a) / hijastro(a) (047)",3221,106,1722,1113,238,41,1
"Yerno / nuera (048)",68,,,25,35,8,
"Nieto(a) (049)",405,27,291,82,4,1,
"Padres / suegros (050)",50,,,,2,4,44
"Otro(a) pariente (051)",561,17,190,207,73,51,23
"Trabajador(a) del hogar (052)",5,,3,2,,,
"Pensionistas (053)",22,,1,9,5,5,2
"Otro(a) no pariente (054)",156,1,12,68,44,21,10
"Mujeres (055)",7725,138,2295,1991,1565,1175,561
"Jefe o Jefa (056)",1036,,3,171,292,349,221
"Esposa(o) / compañera(o) (057)",2207,,2,418,928,671,188
"Hijo(a) / hijastro(a) (058)",3026,97,1758,906,206,55,4
"Yerno / nuera (059)",103,,1,73,26,3,
"Nieto(a) (060)",412,33,301,72,6,,
"Padres / suegros (061)",127,,,,2,24,101
"Otro(a) pariente (062)",550,7,196,187,67,52,41
"Trabajador(a) del hogar (063)",91,,6,80,5,,
"Pensionistas (064)",13,,1,6,5,1,
"Otro(a) no pariente (065)",160,1,27,78,28,20,6
,,,,,,,
"RURAL (066)",122512,3100,48585,27698,18851,15973,8305
"Jefe o Jefa (067)",26270,,16,3771,8456,8812,5215
"Esposa(o) / compañera(o) (068)",19213,,23,4756,7038,5670,1726
"Hijo(a) / hijastro(a) (069)",61460,2321,40407,15753,2394,561,24
"Yerno / nuera (070)",1292,,29,981,219,53,10
"Nieto(a) (071)",7175,577,5578,974,42,4,
"Padres / suegros (072)",1157,,,,20,265,872
"Otro(a) pariente (073)",5411,200,2457,1260,556,530,408
"Trabajador(a) del hogar (074)",38,,3,25,4,4,2
"Pensionistas (075)",50,,2,18,23,6,1
"Otro(a) no pariente (076)",446,2,70,160,99,68,47
"Hombres (077)",62862,1558,24781,14696,9430,8062,4335
"Jefe o Jefa (078)",20870,,7,3055,7087,6997,3724
"Esposa(o) / compañera(o) (079)",1039,,10,225,393,305,106
"Hijo(a) / hijastro(a) (080)",33119,1179,20504,9705,1407,311,13
"Yerno / nuera (081)",396,,11,226,113,38,8
"Nieto(a) (082)",3843,285,2927,610,20,1,
"Padres / suegros (083)",329,,,,5,67,257
"Otro(a) pariente (084)",2969,93,1282,771,328,293,202
"Trabajador(a) del hogar (085)",8,,1,5,1,,1
"Pensionistas (086)",29,,2,11,12,4,
"Otro(a) no pariente (087)",260,1,37,88,64,46,24
"Mujeres (088)",59650,1542,23804,13002,9421,7911,3970
"Jefe o Jefa (089)",5400,,9,716,1369,1815,1491
"Esposa(o) / compañera(o) (090)",18174,,13,4531,6645,5365,1620
"Hijo(a) / hijastro(a) (091)",28341,1142,19903,6048,987,250,11
"Yerno / nuera (092)",896,,18,755,106,15,2
"Nieto(a) (093)",3332,292,2651,364,22,3,
"Padres / suegros (094)",828,,,,15,198,615
"Otro(a) pariente (095)",2442,107,1175,489,228,237,206
