"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia MOHO",,,,,,,
"Hogares (001)",9435,368,228,78,224,480,8241
"Ocupantes presentes (002)",27342,884,557,254,619,1266,24205
"Casa independiente",,,,,,,
"Hogares (004)",8375,341,211,70,193,400,7324
"Ocupantes presentes (005)",24317,834,523,227,518,1083,21518
"Departamento en edificio",,,,,,,
"Hogares (007)",1,,,,,,1
"Ocupantes presentes (008)",5,,,,,,5
"Vivienda en quinta",,,,,,,
"Hogares (010)",6,1,,,,1,4
"Ocupantes presentes (011)",13,1,,,,3,9
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",24,3,,,,,21
"Ocupantes presentes (014)",76,7,,,,,69
"Choza o cabaña",,,,,,,
"Hogares (016)",1019,22,17,7,31,77,883
"Ocupantes presentes (017)",2908,39,34,24,101,176,2585
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",8,1,,1,,2,6
"Ocupantes presentes (023)",17,3,,3,,4,13
"Otro tipo",,,,,,,
"Hogares (025)",2,,,,,,2
"Ocupantes presentes (026)",6,,,,,,6
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",2342,110,35,12,36,53,2112
"Ocupantes presentes (029)",7478,308,97,62,123,182,6755
"Casa independiente",,,,,,,
"Hogares (031)",2306,106,35,12,36,51,2082
"Ocupantes presentes (032)",7373,300,97,62,123,178,6662
"Departamento en edificio",,,,,,,
"Hogares (034)",1,,,,,,1
"Ocupantes presentes (035)",5,,,,,,5
"Vivienda en quinta",,,,,,,
"Hogares (037)",6,1,,,,1,4
"Ocupantes presentes (038)",13,1,,,,3,9
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",24,3,,,,,21
"Ocupantes presentes (041)",76,7,,,,,69
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",5,,,,,1,4
"Ocupantes presentes (050)",11,,,,,1,10
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",7093,258,193,66,188,427,6129
"Ocupantes presentes (056)",19864,576,460,192,496,1084,17450
"Casa independiente",,,,,,,
"Hogares (058)",6069,235,176,58,157,349,5242
"Ocupantes presentes (059)",16944,534,426,165,395,905,14856
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",1019,22,17,7,31,77,883
"Ocupantes presentes (071)",2908,39,34,24,101,176,2585
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",3,1,,1,,1,2
"Ocupantes presentes (077)",6,3,,3,,3,3
"Otro tipo",,,,,,,
"Hogares (079)",2,,,,,,2
"Ocupantes presentes (080)",6,,,,,,6
