"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LAURICOCHA (000)",464,149,315
"Sin nivel (001)",30,9,21
"Primaria (003)",104,25,79
"Secundaria (004)",213,73,140
"Superior no univ. incompleta (005)",17,5,12
"Superior no univ. completa (006)",44,16,28
"Superior univ. incompleta (007)",13,3,10
"Superior univ. completa (008)",43,18,25
"Hombres (010)",376,113,263
"Sin nivel (011)",23,7,16
"Primaria (013)",86,18,68
"Secundaria (014)",181,62,119
"Superior no univ. incompleta (015)",16,4,12
"Superior no univ. completa (016)",27,9,18
"Superior univ. incompleta (017)",10,1,9
"Superior univ. completa (018)",33,12,21
"Mujeres (020)",88,36,52
"Sin nivel (021)",7,2,5
"Primaria (023)",18,7,11
"Secundaria (024)",32,11,21
"Superior no univ. incompleta (025)",1,1,
"Superior no univ. completa (026)",17,7,10
"Superior univ. incompleta (027)",3,2,1
"Superior univ. completa (028)",10,6,4
,,,
"AREA URBANA (030)",152,35,117
"Sin nivel (031)",5,1,4
"Primaria (033)",29,2,27
"Secundaria (034)",74,22,52
"Superior no univ. incompleta (035)",5,,5
"Superior no univ. completa (036)",12,2,10
"Superior univ. incompleta (037)",5,,5
"Superior univ. completa (038)",22,8,14
"Hombres (040)",124,27,97
"Sin nivel (041)",4,1,3
"Primaria (043)",22,,22
"Secundaria (044)",63,19,44
"Superior no univ. incompleta (045)",5,,5
"Superior no univ. completa (046)",10,2,8
"Superior univ. incompleta (047)",4,,4
"Superior univ. completa (048)",16,5,11
"Mujeres (050)",28,8,20
"Sin nivel (051)",1,,1
"Primaria (053)",7,2,5
"Secundaria (054)",11,3,8
"Superior no univ. completa (056)",2,,2
"Superior univ. incompleta (057)",1,,1
"Superior univ. completa (058)",6,3,3
,,,
"AREA RURAL (060)",312,114,198
"Sin nivel (061)",25,8,17
"Primaria (063)",75,23,52
"Secundaria (064)",139,51,88
"Superior no univ. incompleta (065)",12,5,7
"Superior no univ. completa (066)",32,14,18
"Superior univ. incompleta (067)",8,3,5
"Superior univ. completa (068)",21,10,11
"Hombres (070)",252,86,166
"Sin nivel (071)",19,6,13
"Primaria (073)",64,18,46
"Secundaria (074)",118,43,75
"Superior no univ. incompleta (075)",11,4,7
"Superior no univ. completa (076)",17,7,10
"Superior univ. incompleta (077)",6,1,5
"Superior univ. completa (078)",17,7,10
"Mujeres (080)",60,28,32
"Sin nivel (081)",6,2,4
"Primaria (083)",11,5,6
"Secundaria (084)",21,8,13
"Superior no univ. incompleta (085)",1,1,
"Superior no univ. completa (086)",15,7,8
"Superior univ. incompleta (087)",2,2,
"Superior univ. completa (088)",4,3,1
