"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CARHUAZ (000)",38907,8490,708,17343,8609,870,1301,651,935
"Hombres (001)",18705,2040,314,9012,5268,491,664,372,544
"Mujeres (002)",20202,6450,394,8331,3341,379,637,279,391
"PEA (003)",13777,2314,51,5555,3562,430,912,275,678
"Hombres (004)",10246,1250,28,4517,2949,304,564,195,439
"Mujeres (005)",3531,1064,23,1038,613,126,348,80,239
"Ocupada (006)",12889,2208,49,5167,3273,416,861,262,653
"Hombres (007)",9533,1170,26,4198,2696,294,535,186,428
"Mujeres (008)",3356,1038,23,969,577,122,326,76,225
"Desocupada (009)",888,106,2,388,289,14,51,13,25
"Hombres (010)",713,80,2,319,253,10,29,9,11
"Mujeres (011)",175,26,,69,36,4,22,4,14
"No PEA (012)",25130,6176,657,11788,5047,440,389,376,257
"Hombres (013)",8459,790,286,4495,2319,187,100,177,105
"Mujeres (014)",16671,5386,371,7293,2728,253,289,199,152
,,,,,,,,,
"URBANA (018)",13314,1876,221,4880,3591,550,936,475,785
"Hombres (019)",6400,393,91,2439,2020,281,475,258,443
"Mujeres (020)",6914,1483,130,2441,1571,269,461,217,342
"PEA (021)",5545,635,24,1584,1565,296,663,210,568
"Hombres (022)",3671,238,10,1146,1176,192,408,141,360
"Mujeres (023)",1874,397,14,438,389,104,255,69,208
"Ocupada (024)",5250,607,22,1505,1448,289,631,199,549
"Hombres (025)",3440,219,8,1077,1072,188,390,134,352
"Mujeres (026)",1810,388,14,428,376,101,241,65,197
"Desocupada (027)",295,28,2,79,117,7,32,11,19
"Hombres (028)",231,19,2,69,104,4,18,7,8
"Mujeres (029)",64,9,,10,13,3,14,4,11
"No PEA (030)",7769,1241,197,3296,2026,254,273,265,217
"Hombres (031)",2729,155,81,1293,844,89,67,117,83
"Mujeres (032)",5040,1086,116,2003,1182,165,206,148,134
,,,,,,,,,
"RURAL (036)",25593,6614,487,12463,5018,320,365,176,150
"Hombres (037)",12305,1647,223,6573,3248,210,189,114,101
"Mujeres (038)",13288,4967,264,5890,1770,110,176,62,49
"PEA (039)",8232,1679,27,3971,1997,134,249,65,110
"Hombres (040)",6575,1012,18,3371,1773,112,156,54,79
"Mujeres (041)",1657,667,9,600,224,22,93,11,31
"Ocupada (042)",7639,1601,27,3662,1825,127,230,63,104
"Hombres (043)",6093,951,18,3121,1624,106,145,52,76
"Mujeres (044)",1546,650,9,541,201,21,85,11,28
"Desocupada (045)",593,78,,309,172,7,19,2,6
"Hombres (046)",482,61,,250,149,6,11,2,3
"Mujeres (047)",111,17,,59,23,1,8,,3
"No PEA (048)",17361,4935,460,8492,3021,186,116,111,40
"Hombres (049)",5730,635,205,3202,1475,98,33,60,22
"Mujeres (050)",11631,4300,255,5290,1546,88,83,51,18
