"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia AMBO",,,,,,
"Viviendas particulares (001)",13219,13062,141,16,,
"Ocupantes presentes (002)",55095,53720,1201,174,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",12690,12538,139,13,,
"Ocupantes presentes (005)",52892,51570,1184,138,,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",59,57,,2,,
"Ocupantes presentes (008)",216,192,,24,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",5,4,1,,,
"Ocupantes presentes (011)",24,14,10,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",54,52,1,1,,
"Ocupantes presentes (014)",187,168,7,12,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",401,401,,,,
"Ocupantes presentes (017)",1756,1756,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",8,8,,,,
"Ocupantes presentes (023)",18,18,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",2,2,,,,
"Ocupantes presentes (026)",2,2,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",4423,4327,83,13,,
"Ocupantes presentes (029)",18087,17234,712,141,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",4301,4210,81,10,,
"Ocupantes presentes (032)",17648,16848,695,105,,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",59,57,,2,,
"Ocupantes presentes (035)",216,192,,24,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",5,4,1,,,
"Ocupantes presentes (038)",24,14,10,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",54,52,1,1,,
"Ocupantes presentes (041)",187,168,7,12,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",4,4,,,,
"Ocupantes presentes (050)",12,12,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",8796,8735,58,3,,
"Ocupantes presentes (056)",37008,36486,489,33,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",8389,8328,58,3,,
"Ocupantes presentes (059)",35244,34722,489,33,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",401,401,,,,
"Ocupantes presentes (071)",1756,1756,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",4,4,,,,
"Ocupantes presentes (077)",6,6,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",2,2,,,,
"Ocupantes presentes (080)",2,2,,,,
