"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia AYABACA (000)",45560,44409,13653,4205,4155,3904,6243,4834,3748,3667,1151,156893
"De 12 a 14 años (001)",5745,5716,5695,19,2,,,,,,29,23
"De 15 a 19 años (002)",6299,6199,5210,768,190,27,4,,,,100,1245
"De 20 a 24 años (003)",4552,4227,1261,1313,982,469,185,17,,,325,5563
"De 25 a 29 años (004)",4207,3964,432,760,962,846,851,107,6,,243,9613
"De 30 a 34 años (005)",3923,3801,228,415,657,756,1159,477,96,13,122,13072
"De 35 a 39 años (006)",3824,3748,147,253,443,578,1081,843,322,81,76,16712
"De 40 a 44 años (007)",3317,3268,114,173,250,377,809,756,492,297,49,17732
"De 45 a 49 años (008)",2876,2829,98,119,178,250,605,626,524,429,47,17251
"De 50 y más años (009)",10817,10657,468,385,491,601,1549,2008,2308,2847,160,75682
"PEA (010)",5118,4839,1178,696,680,581,725,462,283,234,279,15032
"De 12 a 14 años (011)",135,132,131,1,,,,,,,3,1
"De 15 a 19 años (012)",503,498,448,43,6,1,,,,,5,58
"De 20 a 24 años (013)",582,501,236,154,70,32,7,2,,,81,431
"De 25 a 29 años (014)",609,538,139,159,117,73,44,6,,,71,838
"De 30 a 34 años (015)",592,548,78,133,140,80,93,20,4,,44,1222
"De 35 a 39 años (016)",645,623,44,81,141,134,127,69,22,5,22,2004
"De 40 a 44 años (017)",502,488,22,49,66,100,131,73,30,17,14,1957
"De 45 a 49 años (018)",448,430,25,22,50,62,128,89,36,18,18,1965
"De 50 y más años (019)",1102,1081,55,54,90,99,195,203,191,194,21,6556
"Ocupada (020)",4845,4590,1018,660,662,573,711,456,279,231,255,14765
"De 12 a 14 años (021)",111,108,107,1,,,,,,,3,1
