"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TRUJILLO (000)",334868,315498,106391,53504,52724,37432,37622,16126,7444,4255,19370,649006
"De 12 a 14 años (001)",24444,24308,24191,96,21,,,,,,136,138
"De 15 a 19 años (002)",43652,43001,39197,3395,332,60,17,,,,651,4307
"De 20 a 24 años (003)",41937,35948,20124,11495,3526,633,133,37,,,5989,21244
"De 25 a 29 años (004)",36958,31621,8628,11877,7796,2492,767,47,14,,5337,38543
"De 30 a 34 años (005)",32901,30334,4415,8799,9754,4845,2254,228,24,15,2567,54174
"De 35 a 39 años (006)",29190,27793,2538,5319,8914,6144,4072,689,97,20,1397,64407
"De 40 a 44 años (007)",26398,25466,1800,3629,7226,5940,5180,1333,289,69,932,69987
"De 45 a 49 años (008)",22716,22055,1344,2698,5193,5069,5218,1840,545,148,661,68967
"De 50 y más años (009)",76672,74972,4154,6196,9962,12249,19981,11952,6475,4003,1700,327239
"Sin nivel (010)",20938,20290,1595,1584,2294,2342,4459,3763,2482,1771,648,98278
"De 12 a 14 años (011)",256,255,253,2,,,,,,,1,2
"De 15 a 19 años (012)",497,490,415,60,12,3,,,,,7,93
"De 20 a 24 años (013)",593,515,198,169,104,26,14,4,,,78,544
"De 25 a 29 años (014)",642,567,100,138,171,98,51,5,4,,75,1056
"De 30 a 34 años (015)",1432,1339,107,231,450,295,209,43,4,,93,3223
"De 35 a 39 años (016)",1361,1285,66,157,295,315,327,98,24,3,76,3981
"De 40 a 44 años (017)",1440,1383,60,113,217,265,443,223,50,12,57,5286
"De 45 a 49 años (018)",1499,1460,77,104,172,228,446,266,121,46,39,6325
"De 50 y más años (019)",13218,12996,319,610,873,1112,2969,3124,2279,1710,222,77768
