"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia EL DORADO (000)",30962,12163,2270,686,15924
"Sin Nivel (001)",4755,2203,229,73,2254
"Educación Inicial (002)",671,428,63,8,172
"Primaria (003)",18390,7245,1027,370,9787
"Secundaria (004)",6162,2176,499,159,3355
"Sup. no Univ. Incompleta (005)",228,34,54,16,124
"Sup. no Univ. Completa (006)",387,34,225,25,111
"Sup. Univ. Incompleta (007)",116,13,33,14,57
"Sup. Univ. Completa (008)",253,30,140,21,64
"Hombres (010)",16598,6103,1193,365,8985
"Sin Nivel (011)",1947,954,97,24,873
"Educación Inicial (012)",347,218,34,6,89
"Primaria (013)",10019,3695,540,194,5612
"Secundaria (014)",3693,1165,271,96,2179
"Sup. no Univ. Incompleta (015)",144,24,30,5,85
"Sup. no Univ. Completa (016)",225,22,124,14,70
"Sup. Univ. Incompleta (017)",69,8,16,10,36
"Sup. Univ. Completa (018)",154,17,81,16,41
"Mujeres (020)",14364,6060,1077,321,6939
"Sin Nivel (021)",2808,1249,132,49,1381
"Educación Inicial (022)",324,210,29,2,83
"Primaria (023)",8371,3550,487,176,4175
"Secundaria (024)",2469,1011,228,63,1176
"Sup. no Univ. Incompleta (025)",84,10,24,11,39
"Sup. no Univ. Completa (026)",162,12,101,11,41
"Sup. Univ. Incompleta (027)",47,5,17,4,21
"Sup. Univ. Completa (028)",99,13,59,5,23
,,,,,
"URBANA (030)",12200,4635,1500,333,5797
"Sin Nivel (031)",1318,672,90,23,535
"Educación Inicial (032)",270,178,37,5,50
"Primaria (033)",6427,2631,585,139,3100
"Secundaria (034)",3422,1079,408,98,1861
"Sup. no Univ. Incompleta (035)",158,26,46,13,73
"Sup. no Univ. Completa (036)",309,22,185,23,87
"Sup. Univ. Incompleta (037)",94,9,30,13,43
"Sup. Univ. Completa (038)",202,18,119,19,48
"Hombres (040)",6339,2274,785,184,3132
"Sin Nivel (041)",505,271,36,10,188
"Educación Inicial (042)",149,93,21,4,31
"Primaria (043)",3289,1313,306,74,1610
"Secundaria (044)",1951,549,213,56,1148
"Sup. no Univ. Incompleta (045)",97,16,25,3,53
"Sup. no Univ. Completa (046)",175,15,101,13,51
"Sup. Univ. Incompleta (047)",51,5,15,10,22
"Sup. Univ. Completa (048)",122,12,68,14,29
"Mujeres (050)",5861,2361,715,149,2665
"Sin Nivel (051)",813,401,54,13,347
"Educación Inicial (052)",121,85,16,1,19
"Primaria (053)",3138,1318,279,65,1490
"Secundaria (054)",1471,530,195,42,713
"Sup. no Univ. Incompleta (055)",61,10,21,10,20
"Sup. no Univ. Completa (056)",134,7,84,10,36
"Sup. Univ. Incompleta (057)",43,4,15,3,21
"Sup. Univ. Completa (058)",80,6,51,5,19
,,,,,
"RURAL (060)",18762,7528,770,353,10127
"Sin Nivel (061)",3437,1531,139,50,1719
"Educación Inicial (062)",401,250,26,3,122
"Primaria (063)",11963,4614,442,231,6687
"Secundaria (064)",2740,1097,91,61,1494
"Sup. no Univ. Incompleta (065)",70,8,8,3,51
"Sup. no Univ. Completa (066)",78,12,40,2,24
"Sup. Univ. Incompleta (067)",22,4,3,1,14
"Sup. Univ. Completa (068)",51,12,21,2,16
"Hombres (070)",10259,3829,408,181,5853
"Sin Nivel (071)",1442,683,61,14,685
"Educación Inicial (072)",198,125,13,2,58
"Primaria (073)",6730,2382,234,120,4002
"Secundaria (074)",1742,616,58,40,1031
"Sup. no Univ. Incompleta (075)",47,8,5,2,32
"Sup. no Univ. Completa (076)",50,7,23,1,19
"Sup. Univ. Incompleta (077)",18,3,1,,14
"Sup. Univ. Completa (078)",32,5,13,2,12
"Mujeres (080)",8503,3699,362,172,4274
"Sin Nivel (081)",1995,848,78,36,1034
"Educación Inicial (082)",203,125,13,1,64
"Primaria (083)",5233,2232,208,111,2685
"Secundaria (084)",998,481,33,21,463
"Sup. no Univ. Incompleta (085)",23,,3,1,19
"Sup. no Univ. Completa (086)",28,5,17,1,5
"Sup. Univ. Incompleta (087)",4,1,2,1,
"Sup. Univ. Completa (088)",19,7,8,,4
