"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia OXAPAMPA (000)",582,37,322,139,66,18
"Conviviente (001)",193,,88,84,18,3
"Separado(a) (002)",19,,10,6,1,2
"Casado(a) (003)",79,,10,27,32,10
"Viudo(a) (004)",4,,1,,,3
"Divorciado(a) (005)",2,,,1,1,
"Soltero(a) (006)",285,37,213,21,14,
"Hombres (008)",419,23,212,108,59,17
"Conviviente (009)",145,,56,69,17,3
"Separado(a) (010)",8,,3,2,1,2
"Casado(a) (011)",64,,6,21,28,9
"Viudo(a) (012)",4,,1,,,3
"Divorciado(a) (013)",2,,,1,1,
"Soltero(a) (014)",196,23,146,15,12,
"Mujeres (016)",163,14,110,31,7,1
"Conviviente (017)",48,,32,15,1,
"Separado(a) (018)",11,,7,4,,
"Casado(a) (019)",15,,4,6,4,1
"Soltero(a) (022)",89,14,67,6,2,
,,,,,,
"AREA URBANA (024)",316,4,173,88,43,8
"Conviviente (025)",108,,47,49,11,1
"Separado(a) (026)",10,,5,4,,1
"Casado(a) (027)",54,,8,19,23,4
"Viudo(a) (028)",3,,1,,,2
"Divorciado(a) (029)",1,,,,1,
"Soltero(a) (030)",140,4,112,16,8,
"Hombres (032)",210,2,100,62,38,8
"Conviviente (033)",73,,24,38,10,1
"Separado(a) (034)",1,,,,,1
"Casado(a) (035)",40,,4,13,19,4
"Viudo(a) (036)",3,,1,,,2
"Divorciado(a) (037)",1,,,,1,
"Soltero(a) (038)",92,2,71,11,8,
"Mujeres (040)",106,2,73,26,5,
"Conviviente (041)",35,,23,11,1,
"Separado(a) (042)",9,,5,4,,
"Casado(a) (043)",14,,4,6,4,
"Soltero(a) (046)",48,2,41,5,,
,,,,,,
"AREA RURAL (048)",266,33,149,51,23,10
"Conviviente (049)",85,,41,35,7,2
"Separado(a) (050)",9,,5,2,1,1
"Casado(a) (051)",25,,2,8,9,6
"Viudo(a) (052)",1,,,,,1
"Divorciado(a) (053)",1,,,1,,
"Soltero(a) (054)",145,33,101,5,6,
"Hombres (056)",209,21,112,46,21,9
"Conviviente (057)",72,,32,31,7,2
"Separado(a) (058)",7,,3,2,1,1
"Casado(a) (059)",24,,2,8,9,5
"Viudo(a) (060)",1,,,,,1
"Divorciado(a) (061)",1,,,1,,
"Soltero(a) (062)",104,21,75,4,4,
"Mujeres (064)",57,12,37,5,2,1
"Conviviente (065)",13,,9,4,,
"Separado(a) (066)",2,,2,,,
"Casado(a) (067)",1,,,,,1
"Soltero(a) (070)",41,12,26,1,2,
