"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CHUCUITO (000)",33100,16152,16948
"Red pública dentro de la vivienda (001)",5879,4420,1459
"Red pública fuera de la vivienda (002)",3063,2317,746
"Pilón de uso público (003)",1550,676,874
"Camión - cisterna u otro similar (004)",34,6,28
"Pozo (005)",14644,5497,9147
"Río, acequia, manatial o similar (006)",6284,2617,3667
"Vecino (007)",1342,505,837
"Otro (008)",304,114,190
,,,
"URBANA (010)",8057,5776,2281
"Red pública dentro de la vivienda (011)",3981,3223,758
"Red pública fuera de la vivienda (012)",1467,1209,258
"Pilón de uso público (013)",217,144,73
"Camión - cisterna u otro similar (014)",8,5,3
"Pozo (015)",1300,665,635
"Río, acequia, manatial o similar (016)",456,305,151
"Vecino (017)",471,161,310
"Otro (018)",157,64,93
,,,
"RURAL (020)",25043,10376,14667
"Red pública dentro de la vivienda (021)",1898,1197,701
"Red pública fuera de la vivienda (022)",1596,1108,488
"Pilón de uso público (023)",1333,532,801
"Camión - cisterna u otro similar (024)",26,1,25
"Pozo (025)",13344,4832,8512
"Río, acequia, manatial o similar (026)",5828,2312,3516
"Vecino (027)",871,344,527
"Otro (028)",147,50,97
