"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CONTUMAZA (000)",27566,2045,340,15725,6291,663,1566,295,641
"Hombres (001)",14061,621,174,8075,3552,343,770,163,363
"Mujeres (002)",13505,1424,166,7650,2739,320,796,132,278
"PEA (003)",10166,481,7,5053,2535,269,1157,154,510
"Hombres (004)",8013,348,5,4297,2086,191,670,109,307
"Mujeres (005)",2153,133,2,756,449,78,487,45,203
"Ocupada (006)",9230,452,7,4551,2278,248,1060,144,490
"Hombres (007)",7235,325,5,3847,1865,176,617,103,297
"Mujeres (008)",1995,127,2,704,413,72,443,41,193
"Desocupada (009)",936,29,,502,257,21,97,10,20
"Hombres (010)",778,23,,450,221,15,53,6,10
"Mujeres (011)",158,6,,52,36,6,44,4,10
"No PEA (012)",17400,1564,333,10672,3756,394,409,141,131
"Hombres (013)",6048,273,169,3778,1466,152,100,54,56
"Mujeres (014)",11352,1291,164,6894,2290,242,309,87,75
,,,,,,,,,
"URBANA (018)",11922,492,158,4827,3760,515,1328,255,587
"Hombres (019)",5915,135,82,2296,2028,258,636,148,332
"Mujeres (020)",6007,357,76,2531,1732,257,692,107,255
"PEA (021)",4839,120,5,1391,1510,205,996,139,473
"Hombres (022)",3262,64,3,979,1148,133,554,100,281
"Mujeres (023)",1577,56,2,412,362,72,442,39,192
"Ocupada (024)",4464,110,5,1295,1364,187,918,131,454
"Hombres (025)",2983,55,3,898,1026,121,514,95,271
"Mujeres (026)",1481,55,2,397,338,66,404,36,183
"Desocupada (027)",375,10,,96,146,18,78,8,19
"Hombres (028)",279,9,,81,122,12,40,5,10
"Mujeres (029)",96,1,,15,24,6,38,3,9
"No PEA (030)",7083,372,153,3436,2250,310,332,116,114
"Hombres (031)",2653,71,79,1317,880,125,82,48,51
"Mujeres (032)",4430,301,74,2119,1370,185,250,68,63
,,,,,,,,,
"RURAL (036)",15644,1553,182,10898,2531,148,238,40,54
"Hombres (037)",8146,486,92,5779,1524,85,134,15,31
"Mujeres (038)",7498,1067,90,5119,1007,63,104,25,23
"PEA (039)",5327,361,2,3662,1025,64,161,15,37
"Hombres (040)",4751,284,2,3318,938,58,116,9,26
"Mujeres (041)",576,77,,344,87,6,45,6,11
"Ocupada (042)",4766,342,2,3256,914,61,142,13,36
"Hombres (043)",4252,270,2,2949,839,55,103,8,26
"Mujeres (044)",514,72,,307,75,6,39,5,10
"Desocupada (045)",561,19,,406,111,3,19,2,1
"Hombres (046)",499,14,,369,99,3,13,1,
"Mujeres (047)",62,5,,37,12,,6,1,1
"No PEA (048)",10317,1192,180,7236,1506,84,77,25,17
"Hombres (049)",3395,202,90,2461,586,27,18,6,5
"Mujeres (050)",6922,990,90,4775,920,57,59,19,12
