"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia HUANUCO (000)",102205,97778,33125,14211,12838,9529,12499,7745,7831,4427
"Católica (001)",78736,75188,25806,11425,10221,7359,9375,5615,5387,3548
"Cristiana/Evangélica (002)",20431,19720,6084,2336,2251,1952,2820,1982,2295,711
"Otra (003)",1515,1423,532,190,191,142,184,94,90,92
"Ninguna (004)",1523,1447,703,260,175,76,120,54,59,76
,,,,,,,,,,
"URBANA (006)",65818,62495,22159,9795,8852,6343,7685,4120,3541,3323
"Católica (007)",50917,48258,17094,7942,7132,4973,5780,2950,2387,2659
"Cristiana/Evangélica (008)",12328,11823,3998,1471,1400,1180,1665,1057,1052,505
"Otra (009)",1320,1232,475,166,173,126,152,75,65,88
"Ninguna (010)",1253,1182,592,216,147,64,88,38,37,71
,,,,,,,,,,
"RURAL (012)",36387,35283,10966,4416,3986,3186,4814,3625,4290,1104
"Católica (013)",27819,26930,8712,3483,3089,2386,3595,2665,3000,889
"Cristiana/Evangélica (014)",8103,7897,2086,865,851,772,1155,925,1243,206
"Otra (015)",195,191,57,24,18,16,32,19,25,4
"Ninguna (016)",270,265,111,44,28,12,32,16,22,5
