"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PARURO (000)",21514,11271,723,289,9255
"Conviviente (001)",5867,2807,209,83,2771
"Separado(a) (002)",252,88,11,3,150
"Casado(a) (003)",7696,3717,308,119,3567
"Viudo(a) (004)",1574,701,24,9,840
"Divorciado(a) (005)",75,32,1,2,40
"Soltero(a) (006)",6050,3926,170,73,1887
"Hombres (008)",10862,5449,412,191,4827
"Conviviente (009)",2915,1284,127,55,1452
"Separado(a) (010)",80,22,8,3,47
"Casado(a) (011)",3807,1736,178,76,1828
"Viudo(a) (012)",442,203,5,4,230
"Divorciado(a) (013)",41,18,,2,21
"Soltero(a) (014)",3577,2186,94,51,1249
"Mujeres (016)",10652,5822,311,98,4428
"Conviviente (017)",2952,1523,82,28,1319
"Separado(a) (018)",172,66,3,,103
"Casado(a) (019)",3889,1981,130,43,1739
"Viudo(a) (020)",1132,498,19,5,610
"Divorciado(a) (021)",34,14,1,,19
"Soltero(a) (022)",2473,1740,76,22,638
,,,,,
"URBANA (024)",7773,2941,484,157,4202
"Conviviente (025)",2095,600,129,36,1331
"Separado(a) (026)",104,21,6,2,75
"Casado(a) (027)",2705,847,213,74,1577
"Viudo(a) (028)",549,138,20,5,386
"Divorciado(a) (029)",15,7,,1,7
"Soltero(a) (030)",2305,1328,116,39,826
"Hombres (032)",3876,1412,252,108,2112
"Conviviente (033)",1042,270,69,28,676
"Separado(a) (034)",37,6,3,2,26
"Casado(a) (035)",1327,377,116,52,787
"Viudo(a) (036)",143,42,5,2,94
"Divorciado(a) (037)",8,4,,1,3
"Soltero(a) (038)",1319,713,59,23,526
"Mujeres (040)",3897,1529,232,49,2090
"Conviviente (041)",1053,330,60,8,655
"Separado(a) (042)",67,15,3,,49
"Casado(a) (043)",1378,470,97,22,790
"Viudo(a) (044)",406,96,15,3,292
"Divorciado(a) (045)",7,3,,,4
"Soltero(a) (046)",986,615,57,16,300
,,,,,
"RURAL (048)",13741,8330,239,132,5053
"Conviviente (049)",3772,2207,80,47,1440
"Separado(a) (050)",148,67,5,1,75
"Casado(a) (051)",4991,2870,95,45,1990
"Viudo(a) (052)",1025,563,4,4,454
"Divorciado(a) (053)",60,25,1,1,33
"Soltero(a) (054)",3745,2598,54,34,1061
"Hombres (056)",6986,4037,160,83,2715
"Conviviente (057)",1873,1014,58,27,776
"Separado(a) (058)",43,16,5,1,21
"Casado(a) (059)",2480,1359,62,24,1041
"Viudo(a) (060)",299,161,,2,136
"Divorciado(a) (061)",33,14,,1,18
"Soltero(a) (062)",2258,1473,35,28,723
"Mujeres (064)",6755,4293,79,49,2338
"Conviviente (065)",1899,1193,22,20,664
"Separado(a) (066)",105,51,,,54
"Casado(a) (067)",2511,1511,33,21,949
"Viudo(a) (068)",726,402,4,2,318
"Divorciado(a) (069)",27,11,1,,15
"Soltero(a) (070)",1487,1125,19,6,338
