"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN PABLO (000)",21452,4365,415,11252,4131,338,643,80,228
"Quechua (001)",24,14,,8,2,,,,
"Aymara (002)",1,,,1,,,,,
"Otra lengua nativa (004)",4,1,,1,2,,,,
"Castellano (005)",21403,4330,415,11242,4127,338,643,80,228
"Es sordomudo/a (007)",20,20,,,,,,,
"Hombres (009)",10411,1373,172,5624,2491,193,347,53,158
"Quechua (010)",13,5,,7,1,,,,
"Aymara (011)",1,,,1,,,,,
"Otra lengua nativa (013)",1,1,,,,,,,
"Castellano (014)",10384,1355,172,5616,2490,193,347,53,158
"Es sordomudo/a (016)",12,12,,,,,,,
"Mujeres (018)",11041,2992,243,5628,1640,145,296,27,70
"Quechua (019)",11,9,,1,1,,,,
"Otra lengua nativa (022)",3,,,1,2,,,,
"Castellano (023)",11019,2975,243,5626,1637,145,296,27,70
"Es sordomudo/a (025)",8,8,,,,,,,
,,,,,,,,,
"URBANA (027)",3340,372,74,1124,933,187,445,47,158
"Quechua (028)",1,1,,,,,,,
"Castellano (032)",3339,371,74,1124,933,187,445,47,158
"Hombres (036)",1611,120,34,512,496,92,225,30,102
"Castellano (041)",1611,120,34,512,496,92,225,30,102
"Mujeres (045)",1729,252,40,612,437,95,220,17,56
"Quechua (046)",1,1,,,,,,,
"Castellano (050)",1728,251,40,612,437,95,220,17,56
,,,,,,,,,
"RURAL (054)",18112,3993,341,10128,3198,151,198,33,70
"Quechua (055)",23,13,,8,2,,,,
"Aymara (056)",1,,,1,,,,,
"Otra lengua nativa (058)",4,1,,1,2,,,,
"Castellano (059)",18064,3959,341,10118,3194,151,198,33,70
"Es sordomudo/a (061)",20,20,,,,,,,
"Hombres (063)",8800,1253,138,5112,1995,101,122,23,56
"Quechua (064)",13,5,,7,1,,,,
"Aymara (065)",1,,,1,,,,,
"Otra lengua nativa (067)",1,1,,,,,,,
"Castellano (068)",8773,1235,138,5104,1994,101,122,23,56
"Es sordomudo/a (070)",12,12,,,,,,,
"Mujeres (072)",9312,2740,203,5016,1203,50,76,10,14
"Quechua (073)",10,8,,1,1,,,,
"Otra lengua nativa (076)",3,,,1,2,,,,
"Castellano (077)",9291,2724,203,5014,1200,50,76,10,14
"Es sordomudo/a (079)",8,8,,,,,,,
