"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUANTA (000)",1330,405,925
"Sin nivel (001)",99,21,78
"Educación inicial (002)",1,1,
"Primaria (003)",425,112,313
"Secundaria (004)",532,176,356
"Superior no univ. incompleta (005)",61,21,40
"Superior no univ. completa (006)",119,40,79
"Superior univ. incompleta (007)",35,10,25
"Superior univ. completa (008)",58,24,34
"Hombres (010)",935,274,661
"Sin nivel (011)",50,6,44
"Primaria (013)",323,78,245
"Secundaria (014)",400,133,267
"Superior no univ. incompleta (015)",39,14,25
"Superior no univ. completa (016)",66,21,45
"Superior univ. incompleta (017)",25,9,16
"Superior univ. completa (018)",32,13,19
"Mujeres (020)",395,131,264
"Sin nivel (021)",49,15,34
"Educación inicial (022)",1,1,
"Primaria (023)",102,34,68
"Secundaria (024)",132,43,89
"Superior no univ. incompleta (025)",22,7,15
"Superior no univ. completa (026)",53,19,34
"Superior univ. incompleta (027)",10,1,9
"Superior univ. completa (028)",26,11,15
,,,
"AREA URBANA (030)",802,257,545
"Sin nivel (031)",53,18,35
"Educación inicial (032)",1,1,
"Primaria (033)",189,54,135
"Secundaria (034)",320,104,216
"Superior no univ. incompleta (035)",49,16,33
"Superior no univ. completa (036)",105,33,72
"Superior univ. incompleta (037)",32,9,23
"Superior univ. completa (038)",53,22,31
"Hombres (040)",519,160,359
"Sin nivel (041)",17,4,13
"Primaria (043)",132,34,98
"Secundaria (044)",235,77,158
"Superior no univ. incompleta (045)",27,9,18
"Superior no univ. completa (046)",56,17,39
"Superior univ. incompleta (047)",23,8,15
"Superior univ. completa (048)",29,11,18
"Mujeres (050)",283,97,186
"Sin nivel (051)",36,14,22
"Educación inicial (052)",1,1,
"Primaria (053)",57,20,37
"Secundaria (054)",85,27,58
"Superior no univ. incompleta (055)",22,7,15
"Superior no univ. completa (056)",49,16,33
"Superior univ. incompleta (057)",9,1,8
"Superior univ. completa (058)",24,11,13
,,,
"AREA RURAL (060)",528,148,380
"Sin nivel (061)",46,3,43
"Primaria (063)",236,58,178
"Secundaria (064)",212,72,140
"Superior no univ. incompleta (065)",12,5,7
"Superior no univ. completa (066)",14,7,7
"Superior univ. incompleta (067)",3,1,2
"Superior univ. completa (068)",5,2,3
"Hombres (070)",416,114,302
"Sin nivel (071)",33,2,31
"Primaria (073)",191,44,147
"Secundaria (074)",165,56,109
"Superior no univ. incompleta (075)",12,5,7
"Superior no univ. completa (076)",10,4,6
"Superior univ. incompleta (077)",2,1,1
"Superior univ. completa (078)",3,2,1
"Mujeres (080)",112,34,78
"Sin nivel (081)",13,1,12
"Primaria (083)",45,14,31
"Secundaria (084)",47,16,31
"Superior no univ. completa (086)",4,3,1
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",2,,2
