"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia ICA",,,,,,,,,
"Hogares (001)",81029,3128,1123,688,506,300,271,191,74822
"Ocupantes presentes (002)",317159,11923,3954,2361,1924,1299,1193,1021,293484
"Casa independiente",,,,,,,,,
"Hogares (004)",70608,2863,1018,605,437,269,247,178,64991
"Ocupantes presentes (005)",281423,11041,3651,2106,1670,1158,1075,960,259762
"Departamento en edificio",,,,,,,,,
"Hogares (007)",1566,68,30,15,12,6,2,3,1430
"Ocupantes presentes (008)",4968,231,93,42,46,25,11,6,4514
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",1086,40,11,11,10,7,2,2,1003
"Ocupantes presentes (011)",3538,131,29,33,36,22,7,7,3273
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",835,20,11,12,8,4,2,2,776
"Ocupantes presentes (014)",2576,70,28,45,31,21,6,14,2361
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1125,9,5,3,1,,2,1,1104
"Ocupantes presentes (017)",3452,21,13,10,4,,12,2,3390
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",5231,114,44,40,33,14,14,5,4967
"Ocupantes presentes (020)",19551,397,133,119,123,73,76,32,18598
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",137,2,1,,3,,1,,130
"Ocupantes presentes (023)",374,2,2,,8,,3,,359
"Otro tipo",,,,,,,,,
"Hogares (025)",441,12,3,2,2,,1,,421
"Ocupantes presentes (026)",1277,30,5,6,6,,3,,1227
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",73598,3010,1083,669,494,291,265,183,67603
"Ocupantes presentes (029)",290530,11489,3827,2296,1867,1262,1164,993,267632
"Casa independiente",,,,,,,,,
"Hogares (031)",64325,2755,983,589,427,260,243,171,58897
"Ocupantes presentes (032)",258311,10629,3537,2051,1618,1121,1058,934,237363
"Departamento en edificio",,,,,,,,,
"Hogares (034)",1566,68,30,15,12,6,2,3,1430
"Ocupantes presentes (035)",4968,231,93,42,46,25,11,6,4514
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",1086,40,11,11,10,7,2,2,1003
"Ocupantes presentes (038)",3538,131,29,33,36,22,7,7,3273
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",835,20,11,12,8,4,2,2,776
"Ocupantes presentes (041)",2576,70,28,45,31,21,6,14,2361
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",5231,114,44,40,33,14,14,5,4967
"Ocupantes presentes (047)",19551,397,133,119,123,73,76,32,18598
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",125,2,1,,2,,1,,119
"Ocupantes presentes (050)",336,2,2,,7,,3,,322
"Otro tipo",,,,,,,,,
"Hogares (052)",430,11,3,2,2,,1,,411
"Ocupantes presentes (053)",1250,29,5,6,6,,3,,1201
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",7431,118,40,19,12,9,6,8,7219
"Ocupantes presentes (056)",26629,434,127,65,57,37,29,28,25852
"Casa independiente",,,,,,,,,
"Hogares (058)",6283,108,35,16,10,9,4,7,6094
"Ocupantes presentes (059)",23112,412,114,55,52,37,17,26,22399
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1125,9,5,3,1,,2,1,1104
"Ocupantes presentes (071)",3452,21,13,10,4,,12,2,3390
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",12,,,,1,,,,11
"Ocupantes presentes (077)",38,,,,1,,,,37
"Otro tipo",,,,,,,,,
"Hogares (079)",11,1,,,,,,,10
"Ocupantes presentes (080)",27,1,,,,,,,26
