"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia JAUJA (000)",50761,26867,1911,497,19723,563,17,153,137,893
"Hombres (001)",19682,13567,1298,260,3565,253,9,84,137,509
"Mujeres (002)",31079,13300,613,237,16158,310,8,69,,384
"De 06 a 14 años (003)",18978,18413,,,297,127,,11,,130
"Hombres (004)",9612,9350,,,133,60,,6,,63
"Mujeres (005)",9366,9063,,,164,67,,5,,67
"De 15 a 29 años (006)",13501,8283,14,72,4705,,4,36,136,251
"Hombres (007)",5356,4133,8,31,876,,1,24,136,147
"Mujeres (008)",8145,4150,6,41,3829,,3,12,,104
"De 30 a 44 años (009)",5677,143,57,92,5227,,2,22,1,133
"Hombres (010)",924,71,22,43,686,,2,13,1,86
"Mujeres (011)",4753,72,35,49,4541,,,9,,47
"De 45 a 64 años (012)",6028,23,476,146,5172,5,8,29,,169
"Hombres (013)",1303,11,291,69,799,2,5,18,,108
"Mujeres (014)",4725,12,185,77,4373,3,3,11,,61
"De 65 y más años (015)",6577,5,1364,187,4322,431,3,55,,210
"Hombres (016)",2487,2,977,117,1071,191,1,23,,105
"Mujeres (017)",4090,3,387,70,3251,240,2,32,,105
,,,,,,,,,,
"AREA URBANA (018)",34998,18651,1647,413,12989,354,14,96,135,699
"Hombres (019)",13712,9326,1115,201,2335,147,6,52,135,395
"Mujeres (020)",21286,9325,532,212,10654,207,8,44,,304
"De 06 a 14 años (021)",12510,12202,,,159,62,,5,,82
"Hombres (022)",6271,6135,,,71,26,,4,,35
"Mujeres (023)",6239,6067,,,88,36,,1,,47
"De 15 a 29 años (024)",9726,6311,13,63,2986,,3,21,134,195
"Hombres (025)",3981,3117,8,26,568,,,14,134,114
"Mujeres (026)",5745,3194,5,37,2418,,3,7,,81
"De 30 a 44 años (027)",3788,118,47,84,3416,,,14,1,108
"Hombres (028)",625,63,19,37,430,,,8,1,67
"Mujeres (029)",3163,55,28,47,2986,,,6,,41
"De 45 a 64 años (030)",4161,17,417,119,3446,2,8,15,,137
"Hombres (031)",954,10,251,52,538,,5,10,,88
"Mujeres (032)",3207,7,166,67,2908,2,3,5,,49
"De 65 y más años (033)",4813,3,1170,147,2982,290,3,41,,177
"Hombres (034)",1881,1,837,86,728,121,1,16,,91
"Mujeres (035)",2932,2,333,61,2254,169,2,25,,86
,,,,,,,,,,
"AREA RURAL (036)",15763,8216,264,84,6734,209,3,57,2,194
"Hombres (037)",5970,4241,183,59,1230,106,3,32,2,114
"Mujeres (038)",9793,3975,81,25,5504,103,,25,,80
"De 06 a 14 años (039)",6468,6211,,,138,65,,6,,48
"Hombres (040)",3341,3215,,,62,34,,2,,28
"Mujeres (041)",3127,2996,,,76,31,,4,,20
"De 15 a 29 años (042)",3775,1972,1,9,1719,,1,15,2,56
"Hombres (043)",1375,1016,,5,308,,1,10,2,33
"Mujeres (044)",2400,956,1,4,1411,,,5,,23
"De 30 a 44 años (045)",1889,25,10,8,1811,,2,8,,25
"Hombres (046)",299,8,3,6,256,,2,5,,19
"Mujeres (047)",1590,17,7,2,1555,,,3,,6
"De 45 a 64 años (048)",1867,6,59,27,1726,3,,14,,32
"Hombres (049)",349,1,40,17,261,2,,8,,20
"Mujeres (050)",1518,5,19,10,1465,1,,6,,12
"De 65 y más años (051)",1764,2,194,40,1340,141,,14,,33
"Hombres (052)",606,1,140,31,343,70,,7,,14
"Mujeres (053)",1158,1,54,9,997,71,,7,,19
