"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUARAL (000)",146630,15517,25187,7764,98488
"Hombres (001)",74135,7226,13009,4411,49699
"Mujeres (002)",72495,8291,12178,3353,48789
"PEA (003)",68443,4483,11949,4101,48121
"Hombres (004)",45130,2695,7734,2838,32021
"Mujeres (005)",23313,1788,4215,1263,16100
"Ocupada (006)",65858,4256,11717,3990,46102
"Hombres (007)",43411,2552,7577,2763,30674
"Mujeres (008)",22447,1704,4140,1227,15428
"Desocupada (009)",2585,227,232,111,2019
"Hombres (010)",1719,143,157,75,1347
"Mujeres (011)",866,84,75,36,672
"No PEA (012)",78187,11034,13238,3663,50367
"Hombres (013)",29005,4531,5275,1573,17678
"Mujeres (014)",49182,6503,7963,2090,32689
,,,,,
"URBANA (018)",121451,12604,22216,7007,79931
"Hombres (019)",60208,5818,11317,3947,39321
"Mujeres (020)",61243,6786,10899,3060,40610
"PEA (021)",56584,3754,10524,3703,38804
"Hombres (022)",36501,2251,6641,2522,25235
"Mujeres (023)",20083,1503,3883,1181,13569
"Ocupada (024)",54274,3550,10303,3602,37017
"Hombres (025)",34955,2122,6493,2454,24032
"Mujeres (026)",19319,1428,3810,1148,12985
"Desocupada (027)",2310,204,221,101,1787
"Hombres (028)",1546,129,148,68,1203
"Mujeres (029)",764,75,73,33,584
"No PEA (030)",64867,8850,11692,3304,41127
"Hombres (031)",23707,3567,4676,1425,14086
"Mujeres (032)",41160,5283,7016,1879,27041
,,,,,
"RURAL (036)",25179,2913,2971,757,18557
"Hombres (037)",13927,1408,1692,464,10378
"Mujeres (038)",11252,1505,1279,293,8179
"PEA (039)",11859,729,1425,398,9317
"Hombres (040)",8629,444,1093,316,6786
"Mujeres (041)",3230,285,332,82,2531
"Ocupada (042)",11584,706,1414,388,9085
"Hombres (043)",8456,430,1084,309,6642
"Mujeres (044)",3128,276,330,79,2443
"Desocupada (045)",275,23,11,10,232
"Hombres (046)",173,14,9,7,144
"Mujeres (047)",102,9,2,3,88
"No PEA (048)",13320,2184,1546,359,9240
"Hombres (049)",5298,964,599,148,3592
"Mujeres (050)",8022,1220,947,211,5648
