"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia YAROWILCA (000)",11315,11049,3630,1118,941,784,1538,1267,909,862,266,37752
"De 12 a 14 años (001)",1488,1480,1477,2,1,,,,,,8,4
"De 15 a 19 años (002)",1550,1527,1320,177,28,1,1,,,,23,240
"De 20 a 24 años (003)",1154,1073,378,413,184,70,25,3,,,81,1114
"De 25 a 29 años (004)",998,954,123,215,241,184,164,27,,,44,2126
"De 30 a 34 años (005)",945,909,50,90,151,168,319,98,28,5,36,3198
"De 35 a 39 años (006)",904,878,64,50,102,94,259,206,82,21,26,3916
"De 40 a 44 años (007)",833,822,34,39,48,65,201,199,146,90,11,4735
"De 45 a 49 años (008)",718,710,28,22,44,39,124,163,144,146,8,4651
"De 50 y más años (009)",2725,2696,156,110,142,163,445,571,509,600,29,17768
"PEA (010)",3178,3100,633,401,378,275,519,402,278,214,78,11612
"De 12 a 14 años (011)",126,126,126,,,,,,,,,
"De 15 a 19 años (012)",255,252,186,51,13,1,1,,,,3,84
"De 20 a 24 años (013)",366,345,126,132,57,21,8,1,,,21,350
"De 25 a 29 años (014)",357,338,57,79,92,62,39,9,,,19,668
"De 30 a 34 años (015)",326,312,30,31,62,56,93,29,10,1,14,1002
"De 35 a 39 años (016)",346,338,40,27,54,35,89,61,27,5,8,1297
"De 40 a 44 años (017)",300,295,11,17,19,30,80,69,50,19,5,1572
"De 45 a 49 años (018)",244,241,11,9,25,16,45,54,46,35,3,1425
"De 50 y más años (019)",858,853,46,55,56,54,164,179,145,154,5,5214
"Ocupada (020)",3113,3046,606,393,368,273,516,400,277,213,67,11532
"De 12 a 14 años (021)",124,124,124,,,,,,,,,
"De 15 a 19 años (022)",246,243,177,51,13,1,1,,,,3,84
